t(s),P=100mmHg,P=110mmHg,P=120mmHg,130mmHg,140mmHg,150mmHg,160mmHg,170mmHg,180mmHg
65.5,0.5,0.57202,0.63086,0.69729,0.72774,0.80867,0.82682,0.88622,0.94513
65.6,0.5,0.57122,0.63182,0.69676,0.72693,0.80844,0.82725,0.88645,0.94508
65.7,0.5,0.57041,0.63276,0.69622,0.72612,0.80821,0.82769,0.88668,0.94502
65.8,0.5,0.56957,0.63367,0.69564,0.72532,0.80795,0.82814,0.88691,0.94496
65.9,0.5,0.56872,0.63454,0.69505,0.72453,0.80768,0.8286,0.88715,0.94491
66,0.5,0.56784,0.63539,0.69443,0.72375,0.8074,0.82906,0.88739,0.94485
66.1,0.5,0.56696,0.6362,0.69379,0.72298,0.8071,0.82953,0.88764,0.9448
66.2,0.5,0.56605,0.63698,0.69313,0.72222,0.80678,0.83001,0.88788,0.94474
66.3,0.5,0.56513,0.63773,0.69244,0.72147,0.80645,0.8305,0.88813,0.94469
66.4,0.5,0.5642,0.63844,0.69173,0.72073,0.80611,0.83099,0.88838,0.94464
66.5,0.5,0.56326,0.63912,0.691,0.72,0.80574,0.83149,0.88863,0.94459
66.6,0.5,0.56231,0.63977,0.69024,0.71928,0.80537,0.832,0.88889,0.94453
66.7,0.5,0.56135,0.64039,0.68946,0.71858,0.80497,0.83251,0.88914,0.94448
66.8,0.5,0.56039,0.64097,0.68867,0.71789,0.80457,0.83303,0.8894,0.94443
66.9,0.5,0.55942,0.64152,0.68785,0.71722,0.80415,0.83355,0.88966,0.94438
67,0.5,0.55845,0.64205,0.68701,0.71656,0.80371,0.83407,0.88992,0.94433
67.1,0.5,0.55748,0.64254,0.68616,0.71592,0.80326,0.8346,0.89018,0.94429
67.2,0.5,0.55651,0.643,0.68528,0.71529,0.80279,0.83514,0.89044,0.94424
67.3,0.5,0.55555,0.64343,0.68439,0.71467,0.80231,0.83567,0.89071,0.94419
67.4,0.5,0.55458,0.64383,0.68349,0.71407,0.80182,0.83621,0.89097,0.94414
67.5,0.5,0.55363,0.64421,0.68257,0.71349,0.80131,0.83676,0.89124,0.9441
67.6,0.5,0.55268,0.64456,0.68164,0.71293,0.80079,0.8373,0.8915,0.94405
67.7,0.5,0.55174,0.64488,0.6807,0.71237,0.80026,0.83784,0.89177,0.94401
67.8,0.5,0.55082,0.64518,0.67975,0.71184,0.79972,0.83839,0.89203,0.94397
67.9,0.5,0.5499,0.64546,0.67879,0.71132,0.79916,0.83893,0.8923,0.94393
68,0.5,0.549,0.64571,0.67782,0.71082,0.79859,0.83948,0.89257,0.94388
68.1,0.5,0.54812,0.64594,0.67685,0.71033,0.79801,0.84003,0.89283,0.94384
68.2,0.5,0.54725,0.64615,0.67587,0.70986,0.79742,0.84057,0.8931,0.9438
68.3,0.5,0.5464,0.64634,0.67489,0.7094,0.79682,0.84111,0.89337,0.94377
68.4,0.5,0.54557,0.64652,0.67391,0.70896,0.79622,0.84166,0.89363,0.94373
68.5,0.5,0.54476,0.64667,0.67293,0.70853,0.7956,0.84219,0.8939,0.94369
68.6,0.5,0.54397,0.6468,0.67196,0.70812,0.79498,0.84273,0.89416,0.94365
68.7,0.5,0.54321,0.64692,0.67099,0.70773,0.79434,0.84327,0.89443,0.94362
68.8,0.5,0.54246,0.64703,0.67002,0.70735,0.79371,0.8438,0.89469,0.94358
68.9,0.5,0.54174,0.64711,0.66906,0.70698,0.79306,0.84432,0.89495,0.94355
69,0.5,0.54104,0.64719,0.66811,0.70663,0.79241,0.84485,0.89521,0.94352
69.1,0.5,0.54037,0.64725,0.66717,0.70629,0.79176,0.84537,0.89547,0.94349
69.2,0.5,0.53972,0.64729,0.66624,0.70596,0.7911,0.84588,0.89573,0.94346
69.3,0.5,0.5391,0.64733,0.66532,0.70565,0.79044,0.84639,0.89598,0.94343
69.4,0.5,0.53851,0.64735,0.66441,0.70535,0.78977,0.84689,0.89624,0.9434
69.5,0.5,0.53793,0.64736,0.66352,0.70507,0.78911,0.84739,0.89649,0.94337
69.6,0.5,0.53739,0.64736,0.66265,0.70479,0.78844,0.84789,0.89674,0.94334
69.7,0.5,0.53687,0.64735,0.66179,0.70453,0.78777,0.84837,0.89699,0.94332
69.8,0.5,0.53637,0.64733,0.66095,0.70428,0.78711,0.84886,0.89723,0.94329
69.9,0.5,0.5359,0.6473,0.66012,0.70404,0.78644,0.84933,0.89748,0.94327
70,0.5,0.53545,0.64726,0.65932,0.70381,0.78578,0.8498,0.89772,0.94324
70.1,0.5,0.53503,0.64721,0.65853,0.7036,0.78512,0.85026,0.89796,0.94322
70.2,0.5,0.53463,0.64716,0.65776,0.70339,0.78446,0.85071,0.8982,0.9432
70.3,0.5,0.53425,0.64709,0.65702,0.7032,0.7838,0.85116,0.89843,0.94318
70.4,0.5,0.5339,0.64701,0.65629,0.70301,0.78315,0.8516,0.89867,0.94316
70.5,0.5,0.53357,0.64693,0.65559,0.70283,0.7825,0.85203,0.8989,0.94314
70.6,0.5,0.53326,0.64684,0.65491,0.70267,0.78186,0.85246,0.89912,0.94312
70.7,0.5,0.53297,0.64674,0.65424,0.70251,0.78123,0.85287,0.89935,0.94311
70.8,0.5,0.5327,0.64662,0.6536,0.70236,0.7806,0.85328,0.89957,0.94309
70.9,0.5,0.53245,0.64651,0.65299,0.70222,0.77998,0.85368,0.89979,0.94308
71,0.5,0.53222,0.64638,0.65239,0.70209,0.77936,0.85408,0.90001,0.94306
71.1,0.5,0.532,0.64624,0.65182,0.70197,0.77876,0.85446,0.90022,0.94305
71.2,0.5,0.53181,0.64609,0.65126,0.70185,0.77816,0.85484,0.90043,0.94304
71.3,0.5,0.53163,0.64593,0.65073,0.70174,0.77757,0.8552,0.90063,0.94303
71.4,0.5,0.53147,0.64576,0.65022,0.70164,0.77698,0.85556,0.90084,0.94302
71.5,0.5,0.53132,0.64558,0.64973,0.70155,0.77641,0.85591,0.90104,0.94301
71.6,0.5,0.53118,0.64539,0.64926,0.70147,0.77585,0.85626,0.90123,0.943
71.7,0.5,0.53106,0.64519,0.64881,0.70139,0.7753,0.85659,0.90143,0.943
71.8,0.5,0.53095,0.64497,0.64838,0.70132,0.77475,0.85691,0.90162,0.94299
71.9,0.5,0.53086,0.64475,0.64797,0.70125,0.77422,0.85723,0.9018,0.94299
72,0.5,0.53078,0.6445,0.64758,0.70119,0.7737,0.85754,0.90198,0.94298
72.1,0.5,0.5307,0.64425,0.6472,0.70114,0.77319,0.85784,0.90216,0.94298
72.2,0.5,0.53064,0.64398,0.64685,0.70109,0.77268,0.85812,0.90234,0.94298
72.3,0.5,0.53058,0.64369,0.64651,0.70105,0.77219,0.8584,0.90251,0.94298
72.4,0.5,0.53054,0.64339,0.64619,0.70102,0.77172,0.85868,0.90268,0.94298
72.5,0.5,0.5305,0.64307,0.64588,0.70099,0.77125,0.85894,0.90284,0.94298
72.6,0.5,0.53047,0.64273,0.6456,0.70097,0.77079,0.85919,0.903,0.94298
72.7,0.5,0.53045,0.64237,0.64532,0.70095,0.77034,0.85944,0.90316,0.94298
72.8,0.5,0.53044,0.642,0.64507,0.70094,0.76991,0.85967,0.90331,0.94299
72.9,0.5,0.53043,0.6416,0.64482,0.70093,0.76948,0.8599,0.90346,0.94299
73,0.5,0.53043,0.64119,0.64459,0.70093,0.76907,0.86011,0.9036,0.943
73.1,0.5,0.53043,0.64075,0.64438,0.70094,0.76867,0.86032,0.90374,0.943
73.2,0.5,0.53044,0.64029,0.64417,0.70095,0.76828,0.86052,0.90387,0.94301
73.3,0.5,0.53045,0.63981,0.64398,0.70097,0.7679,0.86071,0.90401,0.94302
73.4,0.5,0.53047,0.63931,0.64381,0.70099,0.76753,0.86088,0.90413,0.94303
73.5,0.5,0.53049,0.63878,0.64364,0.70102,0.76717,0.86105,0.90426,0.94304
73.6,0.5,0.53052,0.63822,0.64348,0.70105,0.76683,0.86121,0.90438,0.94305
73.7,0.5,0.53055,0.63765,0.64334,0.70109,0.76649,0.86136,0.90449,0.94306
73.8,0.5,0.53058,0.63704,0.6432,0.70114,0.76616,0.86151,0.9046,0.94307
73.9,0.5,0.53062,0.63642,0.64308,0.70119,0.76585,0.86164,0.90471,0.94308
74,0.5,0.53066,0.63577,0.64296,0.70125,0.76554,0.86176,0.90481,0.9431
74.1,0.5,0.5307,0.63509,0.64285,0.70131,0.76525,0.86187,0.9049,0.94311
74.2,0.5,0.53075,0.63438,0.64276,0.70138,0.76496,0.86197,0.905,0.94313
74.3,0.5,0.5308,0.63366,0.64266,0.70146,0.76469,0.86207,0.90509,0.94314
74.4,0.5,0.53085,0.6329,0.64258,0.70154,0.76442,0.86215,0.90517,0.94316
74.5,0.5,0.53091,0.63213,0.64251,0.70163,0.76417,0.86222,0.90525,0.94318
74.6,0.5,0.53097,0.63133,0.64244,0.70173,0.76392,0.86229,0.90532,0.9432
74.7,0.5,0.53103,0.6305,0.64238,0.70183,0.76368,0.86234,0.90539,0.94321
74.8,0.5,0.5311,0.62965,0.64232,0.70194,0.76346,0.86238,0.90546,0.94323
74.9,0.5,0.53117,0.62879,0.64228,0.70206,0.76324,0.86241,0.90552,0.94325
75,0.5,0.53124,0.6279,0.64223,0.70218,0.76303,0.86244,0.90558,0.94328
75.1,0.5,0.53132,0.62699,0.6422,0.70232,0.76282,0.86245,0.90563,0.9433
75.2,0.5,0.5314,0.62606,0.64217,0.70246,0.76263,0.86245,0.90567,0.94332
75.3,0.5,0.53149,0.62512,0.64214,0.70261,0.76245,0.86244,0.90572,0.94334
75.4,0.5,0.53158,0.62416,0.64212,0.70277,0.76227,0.86242,0.90575,0.94337
75.5,0.5,0.53167,0.62319,0.64211,0.70294,0.7621,0.86239,0.90579,0.94339
75.6,0.5,0.53177,0.6222,0.6421,0.70312,0.76194,0.86235,0.90581,0.94342
75.7,0.5,0.53187,0.6212,0.64209,0.70331,0.76179,0.8623,0.90584,0.94344
75.8,0.5,0.53199,0.6202,0.6421,0.70351,0.76164,0.86224,0.90585,0.94347
75.9,0.5,0.5321,0.61919,0.6421,0.70372,0.7615,0.86216,0.90587,0.94349
76,0.5,0.53223,0.61817,0.64211,0.70394,0.76137,0.86208,0.90588,0.94352
76.1,0.5,0.53236,0.61715,0.64213,0.70417,0.76125,0.86198,0.90588,0.94355
76.2,0.5,0.5325,0.61612,0.64214,0.70442,0.76113,0.86187,0.90588,0.94358
76.3,0.5,0.53264,0.6151,0.64217,0.70467,0.76103,0.86176,0.90587,0.94361
76.4,0.5,0.5328,0.61408,0.6422,0.70494,0.76092,0.86163,0.90586,0.94363
76.5,0.5,0.53296,0.61306,0.64223,0.70523,0.76083,0.86148,0.90584,0.94366
76.6,0.5,0.53314,0.61204,0.64227,0.70552,0.76074,0.86133,0.90582,0.94369
76.7,0.5,0.53332,0.61104,0.64231,0.70583,0.76066,0.86117,0.9058,0.94373
76.8,0.5,0.53352,0.61004,0.64236,0.70616,0.76058,0.86099,0.90576,0.94376
76.9,0.5,0.53373,0.60905,0.64241,0.7065,0.76051,0.8608,0.90573,0.94379
77,0.5,0.53395,0.60808,0.64247,0.70686,0.76045,0.8606,0.90569,0.94382
77.1,0.5,0.53419,0.60711,0.64253,0.70723,0.7604,0.86039,0.90564,0.94385
77.2,0.5,0.53444,0.60617,0.6426,0.70762,0.76035,0.86017,0.90559,0.94388
77.3,0.5,0.53471,0.60524,0.64267,0.70802,0.7603,0.85994,0.90553,0.94392
77.4,0.5,0.535,0.60432,0.64275,0.70844,0.76027,0.85969,0.90547,0.94395
77.5,0.5,0.5353,0.60343,0.64284,0.70888,0.76023,0.85943,0.90541,0.94398
77.6,0.5,0.53563,0.60255,0.64293,0.70934,0.76021,0.85916,0.90533,0.94402
77.7,0.5,0.53597,0.6017,0.64303,0.70982,0.76019,0.85888,0.90526,0.94405
77.8,0.5,0.53634,0.60086,0.64313,0.71031,0.76018,0.85859,0.90518,0.94409
77.9,0.5,0.53673,0.60005,0.64324,0.71083,0.76017,0.85829,0.90509,0.94412
78,0.5,0.53714,0.59926,0.64336,0.71136,0.76017,0.85797,0.905,0.94416
78.1,0.5,0.53758,0.5985,0.64349,0.71191,0.76018,0.85764,0.9049,0.94419
78.2,0.5,0.53805,0.59775,0.64362,0.71248,0.76019,0.85731,0.9048,0.94423
78.3,0.5,0.53855,0.59704,0.64377,0.71307,0.76021,0.85696,0.9047,0.94426
78.4,0.5,0.53908,0.59635,0.64392,0.71367,0.76023,0.8566,0.90459,0.9443
78.5,0.5,0.53964,0.59568,0.64408,0.7143,0.76026,0.85623,0.90447,0.94434
78.6,0.5,0.54023,0.59504,0.64425,0.71494,0.7603,0.85585,0.90435,0.94437
78.7,0.5,0.54085,0.59442,0.64444,0.71561,0.76035,0.85546,0.90422,0.94441
78.8,0.5,0.54151,0.59383,0.64463,0.71629,0.7604,0.85505,0.90409,0.94445
78.9,0.5,0.54221,0.59326,0.64483,0.71698,0.76045,0.85464,0.90396,0.94448
79,0.5,0.54294,0.59272,0.64505,0.7177,0.76052,0.85422,0.90382,0.94452
79.1,0.5,0.54371,0.5922,0.64528,0.71843,0.76059,0.85379,0.90368,0.94456
79.2,0.5,0.54451,0.5917,0.64553,0.71917,0.76066,0.85336,0.90353,0.9446
79.3,0.5,0.54535,0.59123,0.64578,0.71993,0.76075,0.85291,0.90338,0.94463
79.4,0.5,0.54623,0.59079,0.64606,0.7207,0.76084,0.85245,0.90322,0.94467
79.5,0.5,0.54715,0.59036,0.64635,0.72149,0.76094,0.85199,0.90306,0.94471
79.6,0.5,0.5481,0.58996,0.64665,0.72229,0.76104,0.85152,0.90289,0.94475
79.7,0.5,0.54909,0.58958,0.64697,0.7231,0.76116,0.85104,0.90272,0.94478
79.8,0.5,0.5501,0.58922,0.64731,0.72391,0.76128,0.85056,0.90255,0.94482
79.9,0.5,0.55116,0.58888,0.64767,0.72474,0.76141,0.85006,0.90237,0.94486
80,0.5,0.55224,0.58856,0.64805,0.72557,0.76154,0.84957,0.90219,0.9449
80.1,0.5,0.55334,0.58826,0.64845,0.72641,0.76169,0.84906,0.902,0.94493
80.2,0.5,0.55447,0.58798,0.64887,0.72726,0.76184,0.84856,0.90181,0.94497
80.3,0.5,0.55563,0.58772,0.64932,0.72811,0.76201,0.84804,0.90161,0.94501
80.4,0.5,0.5568,0.58748,0.64978,0.72896,0.76218,0.84753,0.90142,0.94505
80.5,0.5,0.55799,0.58725,0.65027,0.72981,0.76236,0.84701,0.90122,0.94508
80.6,0.5,0.55919,0.58704,0.65079,0.73067,0.76255,0.84648,0.90101,0.94512
80.7,0.5,0.56039,0.58684,0.65133,0.73152,0.76275,0.84596,0.9008,0.94516
80.8,0.5,0.56161,0.58666,0.6519,0.73237,0.76296,0.84543,0.90059,0.9452
80.9,0.5,0.56282,0.58649,0.65249,0.73321,0.76318,0.8449,0.90038,0.94523
81,0.5,0.56403,0.58633,0.65311,0.73406,0.7634,0.84436,0.90016,0.94527
81.1,0.5,0.56524,0.58619,0.65375,0.73489,0.76364,0.84383,0.89994,0.94531
81.2,0.5,0.56643,0.58606,0.65442,0.73572,0.76389,0.84329,0.89971,0.94534
81.3,0.5,0.56762,0.58594,0.65513,0.73654,0.76415,0.84276,0.89949,0.94538
81.4,0.5,0.56878,0.58583,0.65585,0.73736,0.76443,0.84223,0.89926,0.94541
81.5,0.5,0.56993,0.58574,0.65661,0.73816,0.76471,0.84169,0.89903,0.94545
81.6,0.5,0.57106,0.58565,0.65739,0.73895,0.765,0.84116,0.8988,0.94549
81.7,0.5,0.57216,0.58557,0.6582,0.73974,0.76531,0.84063,0.89856,0.94552
81.8,0.5,0.57324,0.5855,0.65903,0.74051,0.76563,0.8401,0.89832,0.94556
81.9,0.5,0.57428,0.58544,0.65989,0.74126,0.76596,0.83958,0.89808,0.94559
82,0.5,0.57529,0.58538,0.66077,0.74201,0.7663,0.83905,0.89784,0.94563
82.1,0.5,0.57628,0.58534,0.66168,0.74274,0.76665,0.83853,0.8976,0.94566
82.2,0.5,0.57722,0.5853,0.66261,0.74345,0.76702,0.83802,0.89735,0.9457
82.3,0.5,0.57813,0.58526,0.66356,0.74415,0.7674,0.8375,0.89711,0.94573
82.4,0.5,0.57901,0.58523,0.66452,0.74484,0.76779,0.83699,0.89686,0.94577
82.5,0.5,0.57984,0.58521,0.66551,0.74551,0.7682,0.83649,0.89661,0.9458
82.6,0.5,0.58064,0.5852,0.66651,0.74616,0.76861,0.83599,0.89636,0.94583
82.7,0.5,0.5814,0.58519,0.66752,0.7468,0.76904,0.8355,0.89611,0.94587
82.8,0.5,0.58212,0.58518,0.66855,0.74742,0.76949,0.83501,0.89586,0.9459
82.9,0.5,0.5828,0.58518,0.66958,0.74802,0.76994,0.83453,0.8956,0.94593
83,0.5,0.58344,0.58519,0.67062,0.7486,0.77041,0.83405,0.89535,0.94596
83.1,0.5,0.58405,0.58519,0.67167,0.74917,0.77089,0.83358,0.8951,0.94599
83.2,0.5,0.58461,0.58521,0.67272,0.74972,0.77138,0.83311,0.89485,0.94603
83.3,0.5,0.58514,0.58522,0.67378,0.75025,0.77189,0.83265,0.89459,0.94606
83.4,0.5,0.58564,0.58524,0.67483,0.75077,0.7724,0.8322,0.89434,0.94609
83.5,0.5,0.5861,0.58527,0.67588,0.75127,0.77293,0.83176,0.89409,0.94612
83.6,0.5,0.58652,0.5853,0.67692,0.75175,0.77347,0.83132,0.89383,0.94615
83.7,0.5,0.58691,0.58533,0.67796,0.75221,0.77402,0.83089,0.89358,0.94618
83.8,0.5,0.58727,0.58537,0.67899,0.75265,0.77458,0.83047,0.89333,0.94621
83.9,0.5,0.5876,0.58541,0.68001,0.75308,0.77516,0.83005,0.89308,0.94623
84,0.5,0.58789,0.58545,0.68102,0.75349,0.77574,0.82965,0.89283,0.94626
84.1,0.5,0.58816,0.5855,0.68201,0.75388,0.77633,0.82925,0.89258,0.94629
84.2,0.5,0.58841,0.58555,0.68299,0.75426,0.77693,0.82885,0.89233,0.94632
84.3,0.5,0.58862,0.5856,0.68395,0.75461,0.77754,0.82847,0.89209,0.94635
84.4,0.5,0.58881,0.58566,0.6849,0.75495,0.77815,0.82809,0.89184,0.94637
84.5,0.5,0.58898,0.58573,0.68582,0.75528,0.77878,0.82772,0.8916,0.9464
84.6,0.5,0.58913,0.5858,0.68673,0.75559,0.77941,0.82736,0.89135,0.94642
84.7,0.5,0.58925,0.58587,0.68761,0.75588,0.78004,0.82701,0.89111,0.94645
84.8,0.5,0.58936,0.58595,0.68847,0.75615,0.78069,0.82667,0.89087,0.94647
84.9,0.5,0.58945,0.58603,0.68931,0.75641,0.78133,0.82633,0.89064,0.9465
85,0.5,0.58952,0.58612,0.69013,0.75665,0.78198,0.826,0.8904,0.94652
85.1,0.5,0.58957,0.58621,0.69092,0.75688,0.78264,0.82568,0.89017,0.94655
85.2,0.5,0.58961,0.58631,0.69169,0.75709,0.7833,0.82537,0.88994,0.94657
85.3,0.5,0.58963,0.58642,0.69243,0.75729,0.78396,0.82506,0.88971,0.94659
85.4,0.5,0.58965,0.58653,0.69315,0.75747,0.78462,0.82476,0.88948,0.94661
85.5,0.5,0.58965,0.58665,0.69384,0.75763,0.78528,0.82448,0.88926,0.94664
85.6,0.5,0.58963,0.58678,0.6945,0.75778,0.78594,0.82419,0.88904,0.94666
85.7,0.5,0.58961,0.58692,0.69515,0.75792,0.7866,0.82392,0.88882,0.94668
85.8,0.5,0.58958,0.58706,0.69576,0.75804,0.78726,0.82366,0.8886,0.9467
85.9,0.5,0.58954,0.58721,0.69635,0.75814,0.78792,0.8234,0.88839,0.94672
86,0.5,0.58949,0.58738,0.69692,0.75823,0.78857,0.82315,0.88818,0.94674
86.1,0.5,0.58944,0.58755,0.69746,0.75831,0.78922,0.82291,0.88797,0.94676
86.2,0.5,0.58937,0.58774,0.69798,0.75837,0.78987,0.82267,0.88777,0.94677
86.3,0.5,0.5893,0.58793,0.69847,0.75841,0.79052,0.82245,0.88757,0.94679
86.4,0.5,0.58922,0.58814,0.69894,0.75844,0.79116,0.82223,0.88737,0.94681
86.5,0.5,0.58914,0.58837,0.69938,0.75846,0.79179,0.82201,0.88718,0.94682
86.6,0.5,0.58905,0.5886,0.6998,0.75846,0.79242,0.82181,0.88698,0.94684
86.7,0.5,0.58896,0.58885,0.7002,0.75845,0.79304,0.82161,0.8868,0.94686
86.8,0.5,0.58886,0.58912,0.70058,0.75842,0.79365,0.82142,0.88661,0.94687
86.9,0.5,0.58875,0.58941,0.70094,0.75838,0.79426,0.82124,0.88643,0.94689
87,0.5,0.58864,0.58971,0.70127,0.75832,0.79486,0.82106,0.88625,0.9469
87.1,0.5,0.58852,0.59003,0.70158,0.75824,0.79545,0.82089,0.88608,0.94691
87.2,0.5,0.5884,0.59037,0.70188,0.75816,0.79603,0.82073,0.88591,0.94693
87.3,0.5,0.58828,0.59074,0.70215,0.75805,0.7966,0.82058,0.88574,0.94694
87.4,0.5,0.58814,0.59112,0.70241,0.75793,0.79717,0.82043,0.88558,0.94695
87.5,0.5,0.58801,0.59153,0.70265,0.75779,0.79772,0.82029,0.88542,0.94696
87.6,0.5,0.58786,0.59196,0.70287,0.75764,0.79827,0.82016,0.88527,0.94697
87.7,0.5,0.58771,0.59242,0.70307,0.75747,0.7988,0.82003,0.88512,0.94698
87.8,0.5,0.58756,0.59291,0.70325,0.75729,0.79932,0.81991,0.88497,0.94699
87.9,0.5,0.58739,0.59343,0.70342,0.75708,0.79984,0.81979,0.88483,0.947
88,0.5,0.58722,0.59397,0.70357,0.75686,0.80034,0.81969,0.88469,0.94701
88.1,0.5,0.58704,0.59454,0.70371,0.75663,0.80083,0.81959,0.88455,0.94702
88.2,0.5,0.58685,0.59515,0.70383,0.75637,0.80131,0.81949,0.88442,0.94702
88.3,0.5,0.58665,0.59579,0.70394,0.7561,0.80177,0.8194,0.8843,0.94703
88.4,0.5,0.58644,0.59646,0.70403,0.75581,0.80223,0.81932,0.88417,0.94704
88.5,0.5,0.58623,0.59716,0.70411,0.7555,0.80267,0.81925,0.88405,0.94704
88.6,0.5,0.58599,0.5979,0.70417,0.75517,0.8031,0.81918,0.88394,0.94705
88.7,0.5,0.58575,0.59867,0.70422,0.75483,0.80352,0.81912,0.88383,0.94705
88.8,0.5,0.5855,0.59948,0.70426,0.75446,0.80393,0.81906,0.88372,0.94706
88.9,0.5,0.58523,0.60032,0.70429,0.75408,0.80433,0.81901,0.88362,0.94706
89,0.5,0.58494,0.60119,0.7043,0.75368,0.80471,0.81897,0.88352,0.94707
89.1,0.5,0.58465,0.6021,0.7043,0.75325,0.80508,0.81893,0.88343,0.94707
89.2,0.5,0.58433,0.60304,0.70428,0.75281,0.80544,0.8189,0.88334,0.94707
89.3,0.5,0.584,0.60401,0.70426,0.75235,0.80578,0.81888,0.88326,0.94707
89.4,0.5,0.58365,0.605,0.70422,0.75187,0.80611,0.81886,0.88318,0.94707
89.5,0.5,0.58328,0.60603,0.70416,0.75137,0.80644,0.81885,0.8831,0.94707
89.6,0.5,0.58289,0.60709,0.7041,0.75085,0.80674,0.81885,0.88303,0.94707
89.7,0.5,0.58248,0.60816,0.70402,0.75031,0.80704,0.81885,0.88296,0.94707
89.8,0.5,0.58205,0.60926,0.70393,0.74975,0.80732,0.81886,0.8829,0.94707
89.9,0.5,0.58159,0.61038,0.70383,0.74917,0.80759,0.81887,0.88284,0.94707
90,0.5,0.58112,0.61152,0.70371,0.74858,0.80785,0.81889,0.88279,0.94707
90.1,0.5,0.58062,0.61267,0.70358,0.74796,0.80809,0.81892,0.88274,0.94707
90.2,0.5,0.58009,0.61383,0.70344,0.74733,0.80832,0.81895,0.8827,0.94706
90.3,0.5,0.57954,0.615,0.70328,0.74668,0.80854,0.819,0.88266,0.94706
90.4,0.5,0.57897,0.61618,0.70311,0.74601,0.80875,0.81904,0.88262,0.94706
90.5,0.5,0.57837,0.61736,0.70292,0.74532,0.80894,0.8191,0.88259,0.94705
90.6,0.5,0.57774,0.61853,0.70272,0.74462,0.80912,0.81916,0.88256,0.94705
90.7,0.5,0.57709,0.61971,0.70251,0.7439,0.80929,0.81923,0.88254,0.94704
90.8,0.5,0.57641,0.62088,0.70227,0.74317,0.80944,0.8193,0.88252,0.94703
90.9,0.5,0.57571,0.62204,0.70202,0.74243,0.80958,0.81939,0.88251,0.94703
91,0.5,0.57498,0.62318,0.70176,0.74167,0.80971,0.81948,0.8825,0.94702
91.1,0.5,0.57422,0.62432,0.70148,0.74089,0.80983,0.81957,0.88249,0.94701
91.2,0.5,0.57344,0.62543,0.70118,0.74011,0.80993,0.81968,0.88249,0.94701
91.3,0.5,0.57264,0.62653,0.70086,0.73932,0.81002,0.81979,0.8825,0.947
91.4,0.5,0.57181,0.62761,0.70052,0.73851,0.8101,0.81991,0.88251,0.94699
91.5,0.5,0.57095,0.62866,0.70017,0.7377,0.81016,0.82003,0.88252,0.94698
91.6,0.5,0.57008,0.62969,0.69979,0.73688,0.81021,0.82017,0.88254,0.94697
91.7,0.5,0.56919,0.63069,0.6994,0.73606,0.81025,0.82031,0.88256,0.94696
91.8,0.5,0.56827,0.63167,0.69898,0.73523,0.81027,0.82046,0.88259,0.94695
91.9,0.5,0.56734,0.63261,0.69854,0.73439,0.81028,0.82062,0.88262,0.94694
92,0.5,0.56639,0.63353,0.69808,0.73355,0.81028,0.82078,0.88266,0.94693
92.1,0.5,0.56543,0.63441,0.6976,0.73271,0.81026,0.82096,0.8827,0.94692
92.2,0.5,0.56445,0.63527,0.6971,0.73187,0.81023,0.82114,0.88274,0.9469
92.3,0.5,0.56346,0.63609,0.69657,0.73103,0.81018,0.82133,0.88279,0.94689
92.4,0.5,0.56246,0.63687,0.69603,0.73019,0.81012,0.82152,0.88285,0.94688
92.5,0.5,0.56145,0.63763,0.69546,0.72935,0.81005,0.82173,0.8829,0.94687
92.6,0.5,0.56044,0.63835,0.69486,0.72852,0.80996,0.82195,0.88297,0.94685
92.7,0.5,0.55942,0.63904,0.69424,0.72769,0.80986,0.82217,0.88303,0.94684
92.8,0.5,0.5584,0.63969,0.6936,0.72687,0.80974,0.8224,0.88311,0.94682
92.9,0.5,0.55738,0.64032,0.69294,0.72605,0.80961,0.82264,0.88318,0.94681
93,0.5,0.55636,0.64091,0.69225,0.72524,0.80947,0.82289,0.88326,0.94679
93.1,0.5,0.55535,0.64147,0.69154,0.72443,0.80931,0.82315,0.88335,0.94678
93.2,0.5,0.55434,0.64199,0.69081,0.72364,0.80913,0.82342,0.88344,0.94676
93.3,0.5,0.55334,0.64249,0.69006,0.72286,0.80894,0.82369,0.88353,0.94675
93.4,0.5,0.55234,0.64296,0.68929,0.72209,0.80874,0.82397,0.88363,0.94673
93.5,0.5,0.55136,0.64339,0.68849,0.72132,0.80852,0.82427,0.88373,0.94671
93.6,0.5,0.55039,0.6438,0.68768,0.72058,0.80828,0.82457,0.88383,0.94669
93.7,0.5,0.54944,0.64418,0.68684,0.71984,0.80803,0.82488,0.88394,0.94668
93.8,0.5,0.5485,0.64454,0.68599,0.71912,0.80776,0.8252,0.88406,0.94666
93.9,0.5,0.54758,0.64487,0.68512,0.71841,0.80748,0.82553,0.88417,0.94664
94,0.5,0.54668,0.64517,0.68424,0.71771,0.80719,0.82586,0.8843,0.94662
94.1,0.5,0.54579,0.64545,0.68334,0.71703,0.80687,0.82621,0.88442,0.9466
94.2,0.5,0.54493,0.64571,0.68242,0.71636,0.80655,0.82656,0.88455,0.94659
94.3,0.5,0.54409,0.64594,0.6815,0.71571,0.8062,0.82692,0.88468,0.94657
94.4,0.5,0.54328,0.64616,0.68056,0.71508,0.80584,0.82729,0.88482,0.94655
94.5,0.5,0.54249,0.64635,0.67961,0.71446,0.80547,0.82767,0.88496,0.94653
94.6,0.5,0.54172,0.64652,0.67866,0.71386,0.80508,0.82806,0.88511,0.94651
