t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
226.8,30,36.014,23.51,25.075,25.669,28.185,29.306,29.242,30.921
226.9,30,36.105,23.482,25.169,25.757,28.089,29.372,29.236,30.921
227,30,36.191,23.457,25.268,25.847,27.994,29.437,29.23,30.921
227.1,30,36.272,23.434,25.37,25.941,27.9,29.503,29.224,30.921
227.2,30,36.348,23.414,25.476,26.038,27.808,29.569,29.219,30.921
227.3,30,36.419,23.397,25.586,26.138,27.717,29.634,29.214,30.921
227.4,30,36.485,23.382,25.7,26.24,27.628,29.7,29.209,30.921
227.5,30,36.546,23.369,25.817,26.346,27.54,29.765,29.205,30.921
227.6,30,36.603,23.358,25.939,26.454,27.454,29.831,29.201,30.921
227.7,30,36.656,23.349,26.064,26.565,27.369,29.896,29.197,30.921
227.8,30,36.704,23.342,26.193,26.678,27.286,29.961,29.194,30.921
227.9,30,36.749,23.337,26.325,26.794,27.205,30.025,29.191,30.921
228,30,36.789,23.334,26.461,26.913,27.125,30.089,29.189,30.921
228.1,30,36.826,23.333,26.6,27.034,27.047,30.153,29.187,30.921
228.2,30,36.86,23.333,26.743,27.157,26.971,30.217,29.185,30.921
228.3,30,36.89,23.336,26.889,27.282,26.896,30.28,29.184,30.921
228.4,30,36.918,23.34,27.038,27.41,26.823,30.342,29.183,30.921
228.5,30,36.942,23.345,27.19,27.539,26.752,30.404,29.183,30.921
228.6,30,36.963,23.353,27.345,27.67,26.683,30.466,29.182,30.921
228.7,30,36.982,23.362,27.502,27.803,26.616,30.527,29.183,30.921
228.8,30,36.998,23.372,27.662,27.937,26.55,30.587,29.183,30.921
228.9,30,37.012,23.385,27.824,28.072,26.486,30.647,29.184,30.921
229,30,37.023,23.399,27.988,28.209,26.424,30.706,29.186,30.921
229.1,30,37.033,23.415,28.154,28.346,26.364,30.764,29.187,30.921
229.2,30,37.04,23.432,28.322,28.485,26.306,30.822,29.19,30.921
229.3,30,37.045,23.451,28.491,28.624,26.249,30.878,29.192,30.921
229.4,30,37.049,23.472,28.662,28.764,26.195,30.935,29.195,30.921
229.5,30,37.051,23.495,28.833,28.904,26.142,30.99,29.198,30.921
229.6,30,37.051,23.52,29.005,29.044,26.091,31.044,29.202,30.921
229.7,30,37.049,23.547,29.178,29.184,26.042,31.098,29.206,30.921
229.8,30,37.046,23.576,29.35,29.325,25.995,31.151,29.21,30.921
229.9,30,37.042,23.607,29.523,29.465,25.949,31.203,29.215,30.921
230,30,37.036,23.64,29.696,29.604,25.906,31.254,29.22,30.922
230.1,30,37.028,23.675,29.868,29.743,25.864,31.304,29.226,30.922
230.2,30,37.02,23.713,30.04,29.881,25.824,31.353,29.232,30.922
230.3,30,37.01,23.753,30.211,30.019,25.786,31.402,29.238,30.922
230.4,30,36.999,23.796,30.381,30.155,25.75,31.449,29.245,30.922
230.5,30,36.986,23.841,30.549,30.29,25.715,31.495,29.252,30.922
230.6,30,36.972,23.89,30.716,30.424,25.682,31.541,29.259,30.922
230.7,30,36.957,23.941,30.881,30.556,25.652,31.585,29.267,30.922
230.8,30,36.94,23.995,31.045,30.687,25.623,31.629,29.275,30.922
230.9,30,36.923,24.052,31.206,30.816,25.595,31.671,29.283,30.922
231,30,36.903,24.113,31.365,30.943,25.57,31.713,29.292,30.922
231.1,30,36.883,24.177,31.521,31.069,25.546,31.753,29.301,30.922
231.2,30,36.86,24.244,31.675,31.192,25.524,31.793,29.31,30.922
231.3,30,36.836,24.316,31.826,31.313,25.504,31.831,29.32,30.922
231.4,30,36.811,24.39,31.974,31.433,25.486,31.869,29.33,30.922
231.5,30,36.784,24.469,32.119,31.55,25.47,31.905,29.341,30.922
231.6,30,36.755,24.552,32.261,31.664,25.455,31.94,29.351,30.922
231.7,30,36.724,24.638,32.4,31.776,25.443,31.975,29.362,30.923
231.8,30,36.691,24.729,32.535,31.886,25.432,32.008,29.374,30.923
231.9,30,36.655,24.824,32.667,31.993,25.423,32.04,29.386,30.923
232,30,36.618,24.924,32.796,32.098,25.415,32.072,29.398,30.923
232.1,30,36.578,25.028,32.921,32.2,25.41,32.102,29.41,30.923
232.2,30,36.535,25.136,33.042,32.3,25.407,32.131,29.422,30.923
232.3,30,36.489,25.249,33.16,32.397,25.405,32.159,29.435,30.923
232.4,30,36.441,25.367,33.274,32.492,25.405,32.186,29.449,30.923
232.5,30,36.389,25.489,33.385,32.583,25.407,32.212,29.462,30.923
232.6,30,36.333,25.615,33.492,32.672,25.412,32.237,29.476,30.923
232.7,30,36.274,25.747,33.595,32.759,25.418,32.261,29.49,30.923
232.8,30,36.211,25.883,33.694,32.843,25.425,32.284,29.504,30.923
232.9,30,36.144,26.023,33.79,32.924,25.435,32.305,29.519,30.923
233,30,36.072,26.168,33.882,33.002,25.447,32.326,29.533,30.923
233.1,30,35.996,26.318,33.971,33.078,25.461,32.346,29.549,30.923
233.2,30,35.915,26.472,34.056,33.152,25.477,32.364,29.564,30.924
233.3,30,35.828,26.63,34.138,33.222,25.495,32.382,29.579,30.924
233.4,30,35.735,26.793,34.216,33.291,25.515,32.399,29.595,30.924
233.5,30,35.637,26.959,34.291,33.356,25.537,32.414,29.611,30.924
233.6,30,35.533,27.13,34.362,33.42,25.561,32.429,29.627,30.924
233.7,30,35.422,27.304,34.431,33.481,25.587,32.442,29.644,30.924
233.8,30,35.304,27.482,34.496,33.539,25.616,32.454,29.66,30.924
233.9,30,35.179,27.663,34.558,33.595,25.646,32.466,29.677,30.924
234,30,35.046,27.847,34.616,33.649,25.679,32.476,29.694,30.924
234.1,30,34.907,28.034,34.672,33.701,25.713,32.485,29.711,30.924
234.2,30,34.759,28.224,34.725,33.75,25.75,32.493,29.728,30.924
234.3,30,34.603,28.417,34.776,33.797,25.789,32.5,29.746,30.924
234.4,30,34.439,28.611,34.823,33.842,25.831,32.506,29.763,30.924
234.5,30,34.267,28.808,34.868,33.885,25.874,32.511,29.781,30.924
234.6,30,34.087,29.006,34.91,33.926,25.92,32.515,29.799,30.925
234.7,30,33.899,29.205,34.95,33.965,25.968,32.518,29.817,30.925
234.8,30,33.702,29.406,34.987,34.002,26.018,32.52,29.835,30.925
234.9,30,33.497,29.607,35.023,34.037,26.071,32.52,29.853,30.925
235,30,33.284,29.809,35.055,34.07,26.125,32.52,29.872,30.925
235.1,30,33.064,30.01,35.086,34.101,26.182,32.518,29.89,30.925
235.2,30,32.836,30.212,35.114,34.131,26.241,32.516,29.909,30.925
235.3,30,32.602,30.413,35.141,34.159,26.302,32.512,29.927,30.925
235.4,30,32.361,30.613,35.165,34.185,26.366,32.507,29.946,30.925
235.5,30,32.114,30.813,35.187,34.209,26.431,32.502,29.965,30.925
235.6,30,31.861,31.011,35.208,34.232,26.499,32.495,29.984,30.925
235.7,30,31.604,31.207,35.227,34.253,26.569,32.487,30.002,30.925
235.8,30,31.343,31.401,35.244,34.273,26.641,32.477,30.021,30.925
235.9,30,31.078,31.593,35.259,34.291,26.715,32.467,30.04,30.925
236,30,30.81,31.783,35.273,34.308,26.791,32.456,30.059,30.926
236.1,30,30.541,31.97,35.285,34.323,26.869,32.443,30.078,30.926
236.2,30,30.27,32.153,35.296,34.337,26.949,32.43,30.097,30.926
236.3,30,29.999,32.334,35.305,34.35,27.031,32.415,30.116,30.926
236.4,30,29.728,32.511,35.312,34.361,27.114,32.399,30.135,30.926
236.5,30,29.457,32.685,35.318,34.37,27.2,32.382,30.154,30.926
236.6,30,29.189,32.854,35.323,34.379,27.287,32.364,30.173,30.926
236.7,30,28.922,33.02,35.327,34.386,27.375,32.344,30.191,30.926
236.8,30,28.659,33.182,35.329,34.391,27.466,32.324,30.21,30.926
236.9,30,28.399,33.339,35.329,34.396,27.558,32.302,30.229,30.926
237,30,28.143,33.492,35.328,34.399,27.651,32.279,30.247,30.926
237.1,30,27.892,33.641,35.326,34.4,27.745,32.255,30.266,30.926
237.2,30,27.646,33.785,35.323,34.401,27.841,32.23,30.284,30.926
237.3,30,27.405,33.925,35.318,34.4,27.938,32.203,30.303,30.926
237.4,30,27.171,34.059,35.312,34.398,28.037,32.176,30.321,30.926
237.5,30,26.942,34.189,35.305,34.395,28.136,32.147,30.339,30.926
237.6,30,26.72,34.315,35.296,34.39,28.236,32.117,30.357,30.927
237.7,30,26.505,34.435,35.286,34.384,28.337,32.086,30.375,30.927
237.8,30,26.298,34.551,35.275,34.377,28.438,32.053,30.393,30.927
237.9,30,26.097,34.662,35.262,34.369,28.541,32.02,30.41,30.927
238,30,25.903,34.769,35.248,34.359,28.643,31.985,30.428,30.927
238.1,30,25.717,34.87,35.232,34.348,28.747,31.949,30.445,30.927
238.2,30,25.539,34.968,35.215,34.335,28.85,31.912,30.462,30.927
238.3,30,25.368,35.06,35.197,34.321,28.954,31.874,30.479,30.927
238.4,30,25.204,35.149,35.176,34.306,29.058,31.835,30.496,30.927
238.5,30,25.048,35.232,35.154,34.289,29.162,31.794,30.513,30.927
238.6,30,24.899,35.312,35.131,34.271,29.266,31.753,30.529,30.927
238.7,30,24.758,35.387,35.105,34.251,29.37,31.71,30.545,30.927
238.8,30,24.624,35.459,35.078,34.229,29.474,31.666,30.561,30.927
238.9,30,24.497,35.526,35.049,34.206,29.577,31.621,30.577,30.927
239,30,24.376,35.59,35.018,34.181,29.68,31.575,30.593,30.927
239.1,30,24.263,35.649,34.985,34.155,29.782,31.528,30.608,30.927
239.2,30,24.156,35.705,34.95,34.127,29.884,31.48,30.623,30.927
239.3,30,24.056,35.758,34.912,34.097,29.985,31.43,30.638,30.927
239.4,30,23.962,35.807,34.873,34.065,30.086,31.38,30.653,30.927
239.5,30,23.874,35.853,34.83,34.031,30.185,31.329,30.667,30.927
239.6,30,23.791,35.896,34.785,33.995,30.284,31.277,30.681,30.928
239.7,30,23.715,35.935,34.738,33.957,30.382,31.224,30.695,30.928
239.8,30,23.644,35.972,34.688,33.917,30.478,31.17,30.708,30.928
239.9,30,23.578,36.006,34.634,33.875,30.574,31.115,30.722,30.928
240,30,23.517,36.037,34.578,33.83,30.668,31.059,30.735,30.928
240.1,30,23.461,36.066,34.519,33.783,30.761,31.002,30.747,30.928
240.2,30,23.41,36.092,34.456,33.734,30.853,30.945,30.76,30.928
240.3,30,23.363,36.116,34.39,33.682,30.944,30.887,30.772,30.928
240.4,30,23.32,36.137,34.32,33.628,31.033,30.828,30.784,30.928
240.5,30,23.281,36.156,34.247,33.571,31.12,30.768,30.795,30.928
240.6,30,23.246,36.174,34.17,33.512,31.207,30.708,30.806,30.928
240.7,30,23.214,36.189,34.089,33.449,31.291,30.647,30.817,30.928
240.8,30,23.186,36.202,34.004,33.384,31.374,30.586,30.828,30.928
240.9,30,23.162,36.213,33.914,33.316,31.456,30.524,30.838,30.928
241,30,23.14,36.223,33.821,33.245,31.536,30.462,30.848,30.928
241.1,30,23.121,36.231,33.723,33.17,31.614,30.399,30.857,30.928
241.2,30,23.105,36.237,33.62,33.093,31.691,30.336,30.866,30.928
241.3,30,23.091,36.242,33.513,33.013,31.766,30.272,30.875,30.928
241.4,30,23.08,36.245,33.401,32.929,31.839,30.209,30.884,30.928
241.5,30,23.072,36.246,33.285,32.843,31.911,30.144,30.892,30.928
241.6,30,23.065,36.246,33.164,32.753,31.981,30.08,30.9,30.928
241.7,30,23.06,36.245,33.038,32.659,32.049,30.015,30.907,30.928
241.8,30,23.058,36.242,32.907,32.563,32.115,29.951,30.914,30.928
241.9,30,23.057,36.238,32.772,32.463,32.18,29.886,30.921,30.928
242,30,23.058,36.233,32.632,32.36,32.243,29.821,30.927,30.928
242.1,30,23.06,36.226,32.488,32.254,32.304,29.756,30.933,30.928
242.2,30,23.064,36.217,32.339,32.145,32.364,29.692,30.939,30.928
242.3,30,23.07,36.208,32.186,32.033,32.421,29.627,30.944,30.928
242.4,30,23.077,36.197,32.029,31.917,32.478,29.562,30.949,30.928
242.5,30,23.085,36.185,31.868,31.799,32.532,29.498,30.954,30.928
242.6,30,23.095,36.171,31.703,31.678,32.585,29.434,30.958,30.928
242.7,30,23.106,36.156,31.534,31.554,32.636,29.37,30.962,30.928
242.8,30,23.118,36.139,31.362,31.427,32.685,29.306,30.965,30.928
242.9,30,23.131,36.121,31.188,31.298,32.733,29.243,30.968,30.928
243,30,23.146,36.101,31.01,31.167,32.779,29.18,30.971,30.928
243.1,30,23.162,36.08,30.83,31.033,32.823,29.117,30.973,30.928
243.2,30,23.179,36.057,30.648,30.897,32.866,29.055,30.975,30.928
243.3,30,23.197,36.032,30.464,30.759,32.908,28.993,30.976,30.928
243.4,30,23.216,36.006,30.279,30.62,32.947,28.932,30.977,30.928
243.5,30,23.237,35.977,30.092,30.479,32.985,28.871,30.978,30.928
243.6,30,23.259,35.947,29.905,30.337,33.022,28.811,30.978,30.928
243.7,30,23.283,35.914,29.718,30.193,33.057,28.752,30.978,30.928
243.8,30,23.307,35.879,29.53,30.049,33.091,28.693,30.978,30.928
243.9,30,23.334,35.842,29.342,29.904,33.123,28.634,30.977,30.928
244,30,23.362,35.803,29.156,29.758,33.154,28.577,30.976,30.928
244.1,30,23.391,35.761,28.97,29.612,33.183,28.52,30.974,30.928
244.2,30,23.423,35.716,28.785,29.466,33.211,28.464,30.972,30.928
244.3,30,23.456,35.668,28.601,29.32,33.237,28.409,30.97,30.928
244.4,30,23.491,35.617,28.42,29.175,33.262,28.354,30.967,30.928
244.5,30,23.528,35.563,28.24,29.029,33.286,28.3,30.964,30.928
244.6,30,23.568,35.505,28.063,28.885,33.308,28.247,30.961,30.928
244.7,30,23.61,35.444,27.888,28.741,33.329,28.195,30.957,30.928
244.8,30,23.654,35.379,27.717,28.598,33.349,28.144,30.953,30.928
244.9,30,23.701,35.31,27.548,28.457,33.367,28.093,30.948,30.928
245,30,23.75,35.237,27.382,28.316,33.384,28.044,30.943,30.928
245.1,30,23.803,35.16,27.219,28.178,33.4,27.995,30.938,30.928
245.2,30,23.858,35.078,27.061,28.041,33.414,27.948,30.932,30.928
245.3,30,23.917,34.991,26.905,27.905,33.428,27.901,30.926,30.928
245.4,30,23.979,34.899,26.754,27.772,33.439,27.855,30.92,30.928
245.5,30,24.045,34.802,26.606,27.64,33.45,27.811,30.913,30.928
245.6,30,24.114,34.7,26.462,27.511,33.46,27.767,30.906,30.928
245.7,30,24.187,34.591,26.322,27.384,33.468,27.724,30.898,30.928
245.8,30,24.264,34.478,26.186,27.259,33.475,27.682,30.89,30.928
245.9,30,24.346,34.358,26.054,27.137,33.48,27.642,30.882,30.928
246,30,24.431,34.232,25.927,27.017,33.485,27.602,30.874,30.928
246.1,30,24.521,34.1,25.803,26.9,33.488,27.563,30.865,30.928
246.2,30,24.616,33.962,25.684,26.786,33.49,27.526,30.856,30.928
246.3,30,24.716,33.817,25.568,26.674,33.491,27.489,30.846,30.928
246.4,30,24.82,33.666,25.457,26.564,33.49,27.454,30.837,30.928
246.5,30,24.929,33.508,25.35,26.458,33.489,27.419,30.827,30.928
246.6,30,25.044,33.344,25.247,26.354,33.486,27.386,30.816,30.928
246.7,30,25.164,33.174,25.148,26.253,33.482,27.354,30.806,30.928
246.8,30,25.288,32.998,25.053,26.155,33.476,27.323,30.795,30.928
246.9,30,25.419,32.816,24.962,26.06,33.47,27.293,30.783,30.928
247,30,25.554,32.627,24.875,25.967,33.462,27.264,30.772,30.928
247.1,30,25.695,32.434,24.792,25.877,33.452,27.236,30.76,30.928
247.2,30,25.842,32.234,24.712,25.791,33.442,27.209,30.748,30.928
247.3,30,25.993,32.03,24.636,25.707,33.43,27.184,30.735,30.928
247.4,30,26.151,31.822,24.564,25.625,33.416,27.159,30.722,30.928
247.5,30,26.313,31.609,24.495,25.547,33.402,27.136,30.71,30.928
247.6,30,26.481,31.392,24.429,25.471,33.386,27.114,30.696,30.928
247.7,30,26.654,31.172,24.367,25.398,33.368,27.093,30.683,30.927
247.8,30,26.832,30.949,24.309,25.328,33.349,27.073,30.669,30.927
247.9,30,27.015,30.724,24.253,25.261,33.329,27.055,30.655,30.927
248,30,27.202,30.496,24.201,25.196,33.307,27.037,30.641,30.927
248.1,30,27.394,30.268,24.151,25.134,33.284,27.021,30.627,30.927
248.2,30,27.591,30.038,24.105,25.075,33.259,27.006,30.612,30.927
248.3,30,27.792,29.809,24.062,25.018,33.233,26.992,30.597,30.927
248.4,30,27.997,29.579,24.021,24.963,33.205,26.98,30.582,30.927
248.5,30,28.205,29.35,23.983,24.911,33.176,26.968,30.567,30.927
248.6,30,28.417,29.123,23.948,24.862,33.144,26.958,30.552,30.927
248.7,30,28.633,28.897,23.915,24.815,33.111,26.949,30.536,30.927
248.8,30,28.851,28.673,23.885,24.771,33.077,26.941,30.52,30.927
248.9,30,29.071,28.452,23.858,24.729,33.041,26.935,30.504,30.927
249,30,29.294,28.233,23.832,24.689,33.003,26.929,30.488,30.927
249.1,30,29.518,28.018,23.81,24.652,32.963,26.925,30.472,30.927
249.2,30,29.745,27.807,23.789,24.617,32.921,26.922,30.456,30.927
249.3,30,29.972,27.6,23.771,24.584,32.878,26.921,30.439,30.927
249.4,30,30.2,27.397,23.755,24.554,32.832,26.92,30.422,30.927
249.5,30,30.428,27.198,23.741,24.526,32.785,26.921,30.406,30.927
249.6,30,30.656,27.005,23.73,24.5,32.736,26.924,30.389,30.927
249.7,30,30.884,26.816,23.72,24.476,32.685,26.927,30.372,30.927
249.8,30,31.111,26.633,23.713,24.454,32.631,26.932,30.355,30.927
249.9,30,31.338,26.455,23.708,24.435,32.576,26.938,30.338,30.927
250,30,31.562,26.282,23.705,24.418,32.519,26.945,30.32,30.927
250.1,30,31.785,26.115,23.703,24.402,32.46,26.954,30.303,30.927
250.2,30,32.005,25.954,23.704,24.389,32.399,26.964,30.285,30.926
250.3,30,32.223,25.798,23.707,24.379,32.336,26.975,30.268,30.926
250.4,30,32.437,25.648,23.712,24.37,32.27,26.988,30.25,30.926
250.5,30,32.649,25.504,23.719,24.363,32.203,27.002,30.233,30.926
250.6,30,32.857,25.365,23.728,24.359,32.134,27.017,30.215,30.926
250.7,30,33.061,25.232,23.739,24.356,32.062,27.034,30.198,30.926
250.8,30,33.261,25.105,23.752,24.356,31.989,27.052,30.18,30.926
250.9,30,33.456,24.983,23.768,24.358,31.913,27.071,30.162,30.926
251,30,33.647,24.867,23.785,24.362,31.836,27.091,30.145,30.926
251.1,30,33.833,24.756,23.805,24.368,31.757,27.113,30.127,30.926
251.2,30,34.013,24.651,23.827,24.377,31.675,27.137,30.109,30.926
251.3,30,34.189,24.551,23.851,24.388,31.592,27.161,30.092,30.926
251.4,30,34.359,24.455,23.877,24.401,31.507,27.187,30.074,30.926
251.5,30,34.523,24.365,23.906,24.416,31.421,27.214,30.057,30.926
251.6,30,34.682,24.28,23.938,24.433,31.332,27.243,30.039,30.926
251.7,30,34.835,24.199,23.971,24.453,31.242,27.273,30.022,30.926
251.8,30,34.983,24.123,24.008,24.476,31.15,27.304,30.004,30.926
251.9,30,35.124,24.052,24.047,24.5,31.057,27.337,29.987,30.926
252,30,35.259,23.984,24.089,24.527,30.963,27.371,29.969,30.926
252.1,30,35.389,23.921,24.133,24.557,30.866,27.406,29.952,30.926
252.2,30,35.513,23.862,24.181,24.589,30.769,27.442,29.935,30.926
252.3,30,35.63,23.807,24.231,24.624,30.671,27.48,29.918,30.926
252.4,30,35.742,23.756,24.285,24.661,30.571,27.519,29.901,30.926
252.5,30,35.849,23.708,24.341,24.701,30.47,27.559,29.884,30.925
252.6,30,35.949,23.664,24.401,24.744,30.369,27.6,29.867,30.925
252.7,30,36.044,23.623,24.464,24.789,30.266,27.643,29.851,30.925
252.8,30,36.134,23.586,24.53,24.837,30.163,27.687,29.834,30.925
252.9,30,36.218,23.551,24.6,24.888,30.06,27.732,29.818,30.925
253,30,36.298,23.52,24.673,24.942,29.955,27.778,29.802,30.925
253.1,30,36.372,23.491,24.75,24.998,29.851,27.825,29.786,30.925
253.2,30,36.441,23.465,24.831,25.058,29.746,27.873,29.77,30.925
253.3,30,36.505,23.442,24.915,25.121,29.641,27.923,29.754,30.925
253.4,30,36.565,23.421,25.002,25.186,29.536,27.973,29.738,30.925
253.5,30,36.621,23.402,25.094,25.255,29.431,28.025,29.723,30.925
253.6,30,36.672,23.386,25.189,25.326,29.326,28.077,29.708,30.925
253.7,30,36.719,23.373,25.289,25.401,29.221,28.131,29.693,30.925
253.8,30,36.762,23.361,25.392,25.479,29.116,28.185,29.678,30.925
253.9,30,36.802,23.352,25.498,25.559,29.012,28.241,29.663,30.925
254,30,36.838,23.344,25.609,25.643,28.909,28.297,29.649,30.925
254.1,30,36.87,23.338,25.724,25.73,28.806,28.354,29.634,30.925
254.2,30,36.9,23.335,25.842,25.82,28.704,28.412,29.62,30.925
254.3,30,36.926,23.333,25.964,25.913,28.602,28.47,29.606,30.925
254.4,30,36.949,23.333,26.09,26.008,28.502,28.53,29.593,30.925
254.5,30,36.97,23.335,26.22,26.107,28.402,28.59,29.579,30.925
254.6,30,36.988,23.338,26.353,26.209,28.304,28.65,29.566,30.925
254.7,30,37.003,23.343,26.49,26.314,28.206,28.711,29.553,30.925
254.8,30,37.016,23.35,26.63,26.421,28.11,28.773,29.54,30.925
254.9,30,37.027,23.359,26.773,26.531,28.015,28.835,29.528,30.925
255,30,37.035,23.369,26.92,26.644,27.921,28.898,29.516,30.924
255.1,30,37.042,23.381,27.069,26.759,27.828,28.961,29.504,30.924
255.2,30,37.047,23.394,27.222,26.877,27.737,29.025,29.492,30.924
255.3,30,37.05,23.409,27.377,26.997,27.648,29.089,29.481,30.924
255.4,30,37.051,23.426,27.535,27.12,27.559,29.153,29.469,30.924
255.5,30,37.05,23.445,27.696,27.245,27.473,29.218,29.459,30.924
255.6,30,37.048,23.465,27.858,27.371,27.388,29.282,29.448,30.924
255.7,30,37.045,23.487,28.023,27.5,27.304,29.347,29.438,30.924
255.8,30,37.04,23.512,28.189,27.631,27.223,29.412,29.428,30.924
255.9,30,37.034,23.538,28.357,27.763,27.142,29.477,29.418,30.924
256,30,37.026,23.566,28.526,27.896,27.064,29.542,29.408,30.924
256.1,30,37.017,23.596,28.697,28.032,26.987,29.607,29.399,30.924
256.2,30,37.006,23.628,28.868,28.168,26.912,29.672,29.39,30.924
256.3,30,36.995,23.663,29.041,28.305,26.839,29.737,29.382,30.924
256.4,30,36.982,23.7,29.213,28.443,26.768,29.802,29.373,30.924
256.5,30,36.967,23.739,29.386,28.582,26.698,29.866,29.365,30.924
256.6,30,36.952,23.781,29.559,28.722,26.63,29.931,29.358,30.924
256.7,30,36.935,23.826,29.732,28.862,26.564,29.995,29.35,30.924
256.8,30,36.916,23.873,29.904,29.002,26.5,30.058,29.343,30.924
256.9,30,36.897,23.923,30.076,29.143,26.438,30.122,29.336,30.924
257,30,36.875,23.977,30.246,29.283,26.377,30.185,29.33,30.924
257.1,30,36.853,24.033,30.416,29.423,26.318,30.248,29.324,30.924
257.2,30,36.828,24.092,30.584,29.563,26.262,30.31,29.318,30.924
257.3,30,36.802,24.155,30.751,29.702,26.207,30.372,29.313,30.924
257.4,30,36.775,24.222,30.915,29.84,26.153,30.433,29.308,30.924
257.5,30,36.745,24.291,31.078,29.978,26.102,30.493,29.303,30.924
257.6,30,36.713,24.365,31.239,30.114,26.053,30.553,29.298,30.924
257.7,30,36.679,24.442,31.397,30.25,26.005,30.613,29.294,30.924
257.8,30,36.643,24.524,31.553,30.384,25.959,30.672,29.29,30.924
257.9,30,36.605,24.609,31.706,30.517,25.915,30.73,29.287,30.924
258,30,36.564,24.698,31.857,30.648,25.873,30.787,29.284,30.924
258.1,30,36.52,24.792,32.004,30.778,25.833,30.844,29.281,30.924
258.2,30,36.474,24.89,32.149,30.906,25.794,30.9,29.279,30.924
258.3,30,36.424,24.993,32.29,31.032,25.757,30.955,29.277,30.924
258.4,30,36.371,25.099,32.428,31.156,25.722,31.009,29.275,30.924
258.5,30,36.315,25.211,32.563,31.278,25.689,31.063,29.273,30.924
258.6,30,36.254,25.327,32.694,31.397,25.658,31.116,29.272,30.924
258.7,30,36.19,25.447,32.822,31.515,25.629,31.168,29.272,30.924
258.8,30,36.121,25.573,32.946,31.63,25.601,31.219,29.271,30.924
258.9,30,36.048,25.702,33.067,31.743,25.575,31.269,29.271,30.924
259,30,35.97,25.837,33.184,31.854,25.551,31.318,29.271,30.924
259.1,30,35.887,25.976,33.298,31.962,25.529,31.367,29.272,30.924
259.2,30,35.798,26.119,33.407,32.068,25.509,31.414,29.273,30.924
259.3,30,35.704,26.268,33.513,32.171,25.49,31.461,29.274,30.924
259.4,30,35.604,26.42,33.616,32.271,25.473,31.506,29.276,30.924
259.5,30,35.497,26.577,33.714,32.369,25.458,31.551,29.278,30.924
259.6,30,35.384,26.738,33.81,32.464,25.445,31.594,29.28,30.924
259.7,30,35.264,26.903,33.901,32.556,25.434,31.637,29.283,30.924
259.8,30,35.136,27.072,33.989,32.646,25.424,31.679,29.286,30.924
259.9,30,35.002,27.245,34.073,32.734,25.417,31.719,29.29,30.924
260,30,34.859,27.422,34.154,32.818,25.411,31.759,29.293,30.924
260.1,30,34.709,27.602,34.232,32.9,25.407,31.798,29.297,30.924
260.2,30,34.55,27.785,34.306,32.979,25.405,31.835,29.302,30.924
260.3,30,34.384,27.971,34.377,33.056,25.405,31.872,29.307,30.924
260.4,30,34.209,28.161,34.444,33.13,25.407,31.907,29.312,30.924
260.5,30,34.026,28.352,34.509,33.202,25.41,31.942,29.317,30.924
260.6,30,33.835,28.546,34.57,33.271,25.416,31.976,29.323,30.924
260.7,30,33.636,28.742,34.628,33.337,25.423,32.008,29.329,30.924
260.8,30,33.428,28.939,34.684,33.401,25.433,32.04,29.335,30.924
260.9,30,33.213,29.138,34.736,33.463,25.444,32.07,29.342,30.924
261,30,32.99,29.339,34.786,33.522,25.458,32.099,29.349,30.924
261.1,30,32.76,29.54,34.833,33.579,25.473,32.128,29.356,30.924
261.2,30,32.523,29.741,34.877,33.634,25.491,32.155,29.364,30.924
261.3,30,32.28,29.943,34.919,33.686,25.51,32.181,29.372,30.924
261.4,30,32.031,30.145,34.958,33.736,25.532,32.207,29.38,30.924
261.5,30,31.777,30.346,34.995,33.784,25.555,32.231,29.389,30.924
261.6,30,31.519,30.547,35.029,33.829,25.581,32.254,29.398,30.924
261.7,30,31.256,30.746,35.062,33.873,25.609,32.276,29.407,30.924
261.8,30,30.99,30.945,35.092,33.914,25.639,32.297,29.416,30.924
261.9,30,30.722,31.142,35.12,33.954,25.671,32.317,29.426,30.924
262,30,30.452,31.336,35.146,33.991,25.705,32.336,29.436,30.924
262.1,30,30.181,31.529,35.17,34.027,25.742,32.354,29.447,30.924
262.2,30,29.91,31.72,35.192,34.061,25.781,32.371,29.457,30.924
262.3,30,29.639,31.907,35.212,34.092,25.821,32.387,29.468,30.924
262.4,30,29.369,32.092,35.231,34.123,25.864,32.402,29.479,30.924
262.5,30,29.101,32.274,35.247,34.151,25.91,32.415,29.491,30.924
262.6,30,28.836,32.452,35.262,34.178,25.957,32.428,29.502,30.924
262.7,30,28.573,32.627,35.276,34.202,26.007,32.44,29.514,30.924
262.8,30,28.315,32.798,35.287,34.226,26.059,32.45,29.527,30.924
262.9,30,28.06,32.965,35.298,34.248,26.113,32.46,29.539,30.924
263,30,27.811,33.128,35.306,34.268,26.169,32.469,29.552,30.924
263.1,30,27.566,33.287,35.314,34.286,26.228,32.476,29.565,30.924
263.2,30,27.328,33.442,35.32,34.303,26.289,32.482,29.578,30.924
263.3,30,27.095,33.592,35.324,34.319,26.351,32.488,29.591,30.924
263.4,30,26.869,33.738,35.327,34.333,26.417,32.492,29.605,30.924
263.5,30,26.649,33.878,35.329,34.346,26.484,32.495,29.619,30.924
