t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
73.2,32.326,27.437,29.763,25.598,29.389,26.431,34.765,34.716,34.807
73.3,32.326,27.58,29.608,25.655,29.537,26.448,34.659,34.662,34.823
73.4,32.326,27.728,29.455,25.715,29.689,26.467,34.553,34.607,34.839
73.5,32.326,27.881,29.304,25.779,29.843,26.488,34.446,34.552,34.855
73.6,32.326,28.04,29.155,25.847,30,26.511,34.338,34.496,34.87
73.7,32.326,28.205,29.008,25.918,30.16,26.537,34.231,34.44,34.886
73.8,32.326,28.375,28.864,25.992,30.322,26.565,34.123,34.383,34.902
73.9,32.326,28.551,28.721,26.07,30.487,26.595,34.015,34.326,34.917
74,32.326,28.732,28.581,26.152,30.654,26.627,33.906,34.269,34.932
74.1,32.326,28.919,28.443,26.237,30.824,26.662,33.797,34.211,34.948
74.2,32.326,29.112,28.308,26.327,30.996,26.699,33.688,34.152,34.963
74.3,32.326,29.31,28.174,26.42,31.17,26.738,33.579,34.094,34.978
74.4,32.326,29.513,28.043,26.517,31.346,26.779,33.47,34.034,34.992
74.5,32.326,29.723,27.914,26.618,31.525,26.823,33.361,33.975,35.007
74.6,32.326,29.937,27.788,26.723,31.705,26.869,33.252,33.916,35.022
74.7,32.326,30.157,27.664,26.832,31.887,26.917,33.143,33.856,35.036
74.8,32.326,30.382,27.543,26.945,32.071,26.967,33.034,33.796,35.05
74.9,32.326,30.613,27.424,27.062,32.257,27.02,32.925,33.735,35.065
75,32.326,30.848,27.307,27.184,32.444,27.076,32.817,33.675,35.079
75.1,32.326,31.089,27.193,27.309,32.632,27.133,32.708,33.614,35.092
75.2,32.326,31.334,27.082,27.439,32.822,27.193,32.6,33.553,35.106
75.3,32.326,31.584,26.973,27.573,33.013,27.255,32.492,33.492,35.119
75.4,32.326,31.838,26.867,27.711,33.205,27.32,32.384,33.431,35.133
75.5,32.326,32.097,26.764,27.853,33.397,27.387,32.277,33.37,35.146
75.6,32.326,32.36,26.663,28,33.591,27.457,32.17,33.309,35.159
75.7,32.326,32.627,26.565,28.151,33.784,27.528,32.063,33.248,35.172
75.8,32.326,32.898,26.47,28.306,33.979,27.603,31.957,33.187,35.184
75.9,32.326,33.173,26.377,28.465,34.173,27.679,31.851,33.126,35.196
76,32.326,33.451,26.287,28.628,34.367,27.758,31.746,33.064,35.209
76.1,32.326,33.733,26.2,28.796,34.561,27.839,31.642,33.003,35.221
76.2,32.326,34.017,26.116,28.967,34.755,27.923,31.538,32.942,35.232
76.3,32.326,34.305,26.035,29.143,34.949,28.009,31.434,32.881,35.244
76.4,32.326,34.595,25.956,29.323,35.141,28.098,31.331,32.821,35.255
76.5,32.326,34.887,25.881,29.506,35.333,28.188,31.229,32.76,35.266
76.6,32.326,35.182,25.808,29.694,35.523,28.282,31.127,32.7,35.277
76.7,32.326,35.478,25.738,29.885,35.712,28.377,31.027,32.639,35.288
76.8,32.326,35.777,25.671,30.08,35.9,28.475,30.927,32.579,35.299
76.9,32.326,36.076,25.607,30.279,36.086,28.575,30.827,32.519,35.309
77,32.326,36.377,25.546,30.481,36.27,28.677,30.729,32.46,35.319
77.1,32.326,36.679,25.488,30.687,36.452,28.782,30.631,32.4,35.329
77.2,32.326,36.981,25.433,30.896,36.631,28.889,30.534,32.341,35.338
77.3,32.326,37.283,25.381,31.109,36.808,28.998,30.438,32.283,35.347
77.4,32.326,37.585,25.331,31.325,36.982,29.109,30.343,32.224,35.357
77.5,32.326,37.887,25.285,31.543,37.153,29.223,30.249,32.166,35.365
77.6,32.326,38.188,25.242,31.765,37.321,29.338,30.156,32.108,35.374
77.7,32.326,38.488,25.201,31.99,37.485,29.456,30.063,32.051,35.382
77.8,32.326,38.786,25.164,32.217,37.646,29.576,29.972,31.994,35.39
77.9,32.326,39.082,25.129,32.447,37.803,29.698,29.882,31.937,35.398
78,32.326,39.376,25.098,32.679,37.956,29.821,29.793,31.881,35.406
78.1,32.326,39.668,25.069,32.913,38.104,29.947,29.705,31.826,35.413
78.2,32.326,39.956,25.044,33.15,38.249,30.075,29.618,31.77,35.42
78.3,32.326,40.241,25.021,33.388,38.388,30.204,29.532,31.716,35.427
78.4,32.326,40.522,25.001,33.628,38.523,30.336,29.447,31.661,35.434
78.5,32.326,40.798,24.984,33.87,38.653,30.469,29.364,31.608,35.44
78.6,32.326,41.07,24.97,34.113,38.778,30.604,29.281,31.555,35.446
78.7,32.326,41.336,24.959,34.357,38.897,30.74,29.2,31.502,35.452
78.8,32.326,41.597,24.951,34.602,39.011,30.878,29.12,31.45,35.458
78.9,32.326,41.851,24.946,34.848,39.12,31.017,29.042,31.398,35.463
79,32.326,42.098,24.944,35.094,39.222,31.158,28.965,31.347,35.468
79.1,32.326,42.339,24.945,35.341,39.319,31.301,28.889,31.297,35.473
79.2,32.326,42.571,24.949,35.587,39.41,31.444,28.814,31.248,35.478
79.3,32.326,42.796,24.956,35.834,39.496,31.589,28.741,31.199,35.482
79.4,32.326,43.012,24.966,36.08,39.575,31.735,28.669,31.15,35.486
79.5,32.326,43.219,24.979,36.326,39.647,31.882,28.598,31.103,35.49
79.6,32.326,43.417,24.995,36.57,39.714,32.03,28.529,31.056,35.493
79.7,32.326,43.605,25.014,36.813,39.775,32.179,28.461,31.009,35.497
79.8,32.326,43.783,25.036,37.055,39.829,32.328,28.395,30.964,35.5
79.9,32.326,43.95,25.062,37.295,39.876,32.478,28.33,30.919,35.502
80,32.326,44.107,25.09,37.532,39.918,32.629,28.267,30.875,35.505
80.1,32.326,44.253,25.122,37.768,39.953,32.78,28.205,30.832,35.507
80.2,32.326,44.387,25.157,38,39.982,32.932,28.144,30.789,35.509
80.3,32.326,44.51,25.196,38.23,40.004,33.084,28.086,30.748,35.511
80.4,32.326,44.621,25.237,38.456,40.02,33.236,28.028,30.707,35.512
80.5,32.326,44.72,25.282,38.679,40.03,33.388,27.973,30.667,35.513
80.6,32.326,44.807,25.331,38.898,40.034,33.54,27.919,30.627,35.514
80.7,32.326,44.883,25.383,39.112,40.031,33.692,27.866,30.589,35.515
80.8,32.326,44.946,25.439,39.322,40.023,33.843,27.815,30.551,35.515
80.9,32.326,44.996,25.499,39.527,40.008,33.994,27.766,30.515,35.516
81,32.326,45.035,25.562,39.726,39.988,34.145,27.718,30.479,35.516
81.1,32.326,45.062,25.63,39.92,39.961,34.294,27.672,30.444,35.515
81.2,32.326,45.077,25.701,40.109,39.929,34.443,27.628,30.41,35.515
81.3,32.326,45.08,25.776,40.291,39.892,34.591,27.586,30.377,35.514
81.4,32.326,45.071,25.855,40.466,39.849,34.738,27.545,30.345,35.513
81.5,32.326,45.051,25.939,40.636,39.8,34.883,27.505,30.314,35.512
81.6,32.326,45.02,26.026,40.798,39.746,35.027,27.468,30.283,35.51
81.7,32.326,44.978,26.119,40.953,39.687,35.17,27.432,30.254,35.509
81.8,32.326,44.925,26.215,41.1,39.623,35.311,27.398,30.226,35.507
81.9,32.326,44.861,26.316,41.24,39.555,35.45,27.366,30.198,35.504
82,32.326,44.788,26.422,41.372,39.481,35.587,27.336,30.172,35.502
82.1,32.326,44.705,26.532,41.496,39.403,35.722,27.307,30.147,35.499
82.2,32.326,44.612,26.647,41.612,39.32,35.855,27.28,30.122,35.497
82.3,32.326,44.51,26.767,41.72,39.234,35.985,27.255,30.099,35.494
82.4,32.326,44.399,26.891,41.819,39.142,36.113,27.232,30.076,35.49
82.5,32.326,44.28,27.021,41.91,39.047,36.239,27.211,30.055,35.487
82.6,32.326,44.153,27.156,41.992,38.948,36.361,27.191,30.035,35.483
82.7,32.326,44.018,27.295,42.065,38.846,36.481,27.173,30.016,35.479
82.8,32.326,43.876,27.44,42.129,38.74,36.598,27.158,29.998,35.475
82.9,32.326,43.727,27.59,42.185,38.63,36.711,27.144,29.98,35.471
83,32.326,43.572,27.744,42.232,38.517,36.822,27.131,29.964,35.466
83.1,32.326,43.41,27.904,42.27,38.401,36.929,27.121,29.949,35.461
83.2,32.326,43.242,28.069,42.299,38.282,37.032,27.113,29.936,35.456
83.3,32.326,43.069,28.24,42.32,38.16,37.132,27.106,29.923,35.451
83.4,32.326,42.89,28.415,42.332,38.035,37.228,27.102,29.911,35.446
83.5,32.326,42.707,28.595,42.335,37.908,37.321,27.099,29.9,35.44
83.6,32.326,42.52,28.781,42.33,37.778,37.41,27.098,29.891,35.435
83.7,32.326,42.328,28.972,42.317,37.646,37.494,27.099,29.882,35.429
83.8,32.326,42.132,29.167,42.295,37.512,37.575,27.103,29.875,35.423
83.9,32.326,41.933,29.367,42.266,37.375,37.652,27.108,29.869,35.417
84,32.326,41.73,29.573,42.228,37.237,37.724,27.115,29.864,35.41
84.1,32.326,41.524,29.783,42.183,37.097,37.792,27.123,29.86,35.404
84.2,32.326,41.316,29.998,42.13,36.955,37.856,27.134,29.857,35.397
84.3,32.326,41.105,30.217,42.07,36.812,37.916,27.147,29.855,35.39
84.4,32.326,40.892,30.441,42.003,36.667,37.971,27.162,29.855,35.383
84.5,32.326,40.677,30.669,41.929,36.521,38.022,27.179,29.855,35.376
84.6,32.326,40.46,30.902,41.848,36.374,38.068,27.197,29.857,35.368
84.7,32.326,40.242,31.138,41.761,36.225,38.11,27.218,29.86,35.361
84.8,32.326,40.022,31.379,41.667,36.076,38.148,27.241,29.864,35.353
84.9,32.326,39.802,31.624,41.567,35.925,38.181,27.265,29.869,35.346
85,32.326,39.58,31.872,41.462,35.774,38.209,27.292,29.875,35.338
85.1,32.326,39.357,32.125,41.35,35.622,38.233,27.321,29.882,35.33
85.2,32.326,39.134,32.38,41.234,35.469,38.252,27.351,29.891,35.322
85.3,32.326,38.911,32.639,41.112,35.316,38.268,27.384,29.9,35.313
85.4,32.326,38.687,32.901,40.986,35.163,38.278,27.418,29.911,35.305
85.5,32.326,38.463,33.166,40.854,35.009,38.284,27.455,29.923,35.296
85.6,32.326,38.24,33.433,40.718,34.854,38.286,27.494,29.936,35.288
85.7,32.326,38.016,33.704,40.578,34.7,38.283,27.534,29.95,35.279
85.8,32.326,37.793,33.976,40.434,34.545,38.277,27.577,29.965,35.27
85.9,32.326,37.57,34.251,40.286,34.39,38.265,27.621,29.981,35.261
86,32.326,37.347,34.528,40.135,34.236,38.25,27.668,29.998,35.252
86.1,32.326,37.125,34.807,39.98,34.081,38.23,27.716,30.017,35.243
86.2,32.326,36.904,35.087,39.822,33.927,38.207,27.766,30.036,35.234
86.3,32.326,36.683,35.368,39.661,33.772,38.179,27.819,30.057,35.225
86.4,32.326,36.464,35.651,39.497,33.618,38.147,27.873,30.079,35.215
86.5,32.326,36.245,35.934,39.331,33.465,38.112,27.93,30.101,35.206
86.6,32.326,36.028,36.218,39.162,33.311,38.072,27.988,30.125,35.196
86.7,32.326,35.811,36.503,38.991,33.158,38.029,28.048,30.15,35.187
86.8,32.326,35.596,36.787,38.817,33.006,37.982,28.11,30.176,35.177
86.9,32.326,35.381,37.071,38.642,32.854,37.932,28.174,30.203,35.167
87,32.326,35.168,37.354,38.466,32.703,37.878,28.24,30.231,35.157
87.1,32.326,34.957,37.636,38.287,32.553,37.821,28.308,30.26,35.147
87.2,32.326,34.746,37.918,38.107,32.403,37.76,28.378,30.291,35.138
87.3,32.326,34.538,38.197,37.926,32.254,37.696,28.45,30.322,35.128
87.4,32.326,34.33,38.475,37.744,32.106,37.629,28.523,30.354,35.118
87.5,32.326,34.124,38.75,37.561,31.958,37.558,28.598,30.387,35.108
87.6,32.326,33.92,39.023,37.377,31.812,37.485,28.676,30.421,35.097
87.7,32.326,33.717,39.292,37.192,31.666,37.409,28.755,30.456,35.087
87.8,32.326,33.516,39.559,37.007,31.521,37.33,28.835,30.492,35.077
87.9,32.326,33.316,39.821,36.821,31.378,37.248,28.918,30.529,35.067
88,32.326,33.118,40.079,36.635,31.235,37.164,29.002,30.567,35.057
88.1,32.326,32.922,40.333,36.449,31.094,37.077,29.088,30.606,35.047
88.2,32.326,32.727,40.581,36.262,30.954,36.988,29.176,30.646,35.036
88.3,32.326,32.534,40.824,36.076,30.815,36.896,29.266,30.687,35.026
88.4,32.326,32.343,41.062,35.889,30.677,36.802,29.357,30.728,35.016
88.5,32.326,32.154,41.293,35.702,30.54,36.706,29.45,30.771,35.006
88.6,32.326,31.967,41.517,35.516,30.405,36.608,29.544,30.814,34.995
88.7,32.326,31.781,41.734,35.33,30.271,36.507,29.64,30.858,34.985
88.8,32.326,31.597,41.944,35.145,30.138,36.405,29.737,30.903,34.975
88.9,32.326,31.415,42.146,34.959,30.007,36.301,29.837,30.949,34.965
89,32.326,31.235,42.34,34.775,29.877,36.196,29.937,30.996,34.955
89.1,32.326,31.057,42.525,34.591,29.748,36.088,30.039,31.043,34.944
89.2,32.326,30.881,42.702,34.407,29.621,35.979,30.142,31.091,34.934
89.3,32.326,30.707,42.869,34.225,29.496,35.869,30.247,31.14,34.924
89.4,32.326,30.535,43.027,34.043,29.372,35.757,30.353,31.19,34.914
89.5,32.326,30.364,43.175,33.862,29.25,35.644,30.461,31.24,34.904
89.6,32.326,30.196,43.313,33.681,29.129,35.53,30.569,31.291,34.894
89.7,32.326,30.03,43.441,33.502,29.01,35.414,30.679,31.343,34.884
89.8,32.326,29.866,43.558,33.324,28.893,35.297,30.79,31.395,34.874
89.9,32.326,29.704,43.666,33.147,28.777,35.18,30.903,31.448,34.864
90,32.326,29.544,43.762,32.971,28.663,35.061,31.016,31.501,34.854
90.1,32.326,29.387,43.848,32.796,28.551,34.942,31.13,31.556,34.844
90.2,32.326,29.231,43.922,32.622,28.44,34.821,31.245,31.61,34.834
90.3,32.326,29.078,43.986,32.449,28.332,34.7,31.361,31.665,34.824
90.4,32.326,28.927,44.039,32.278,28.225,34.579,31.478,31.721,34.815
90.5,32.326,28.779,44.081,32.108,28.12,34.456,31.596,31.777,34.805
90.6,32.326,28.632,44.113,31.939,28.017,34.334,31.715,31.834,34.795
90.7,32.326,28.488,44.133,31.772,27.916,34.21,31.834,31.891,34.786
90.8,32.326,28.347,44.143,31.606,27.817,34.087,31.954,31.949,34.777
90.9,32.326,28.207,44.143,31.441,27.72,33.962,32.074,32.007,34.767
91,32.326,28.071,44.132,31.278,27.625,33.838,32.195,32.065,34.758
91.1,32.326,27.936,44.111,31.117,27.531,33.714,32.317,32.124,34.749
91.2,32.326,27.805,44.08,30.957,27.44,33.589,32.438,32.183,34.739
91.3,32.326,27.675,44.039,30.798,27.351,33.464,32.56,32.242,34.73
91.4,32.326,27.549,43.989,30.641,27.264,33.339,32.682,32.302,34.721
91.5,32.326,27.425,43.929,30.486,27.18,33.214,32.805,32.362,34.713
91.6,32.326,27.303,43.861,30.333,27.097,33.089,32.927,32.422,34.704
91.7,32.326,27.184,43.783,30.181,27.016,32.964,33.049,32.482,34.695
91.8,32.326,27.068,43.697,30.031,26.938,32.84,33.172,32.542,34.686
91.9,32.326,26.955,43.603,29.882,26.862,32.715,33.294,32.603,34.678
92,32.326,26.844,43.501,29.736,26.788,32.591,33.415,32.663,34.67
92.1,32.326,26.737,43.392,29.591,26.716,32.467,33.537,32.724,34.661
92.2,32.326,26.632,43.275,29.448,26.646,32.343,33.658,32.785,34.653
92.3,32.326,26.53,43.151,29.307,26.579,32.22,33.778,32.846,34.645
92.4,32.326,26.431,43.021,29.167,26.514,32.097,33.898,32.906,34.637
92.5,32.326,26.335,42.884,29.03,26.451,31.975,34.017,32.967,34.629
92.6,32.326,26.241,42.741,28.895,26.39,31.853,34.136,33.028,34.621
92.7,32.326,26.151,42.593,28.761,26.332,31.732,34.253,33.088,34.614
92.8,32.326,26.064,42.439,28.63,26.276,31.611,34.37,33.149,34.606
92.9,32.326,25.98,42.28,28.501,26.222,31.491,34.485,33.209,34.599
93,32.326,25.898,42.116,28.373,26.171,31.372,34.6,33.269,34.591
93.1,32.326,25.82,41.947,28.248,26.121,31.253,34.713,33.329,34.584
93.2,32.326,25.745,41.775,28.125,26.075,31.135,34.825,33.388,34.577
93.3,32.326,25.673,41.598,28.004,26.03,31.018,34.935,33.448,34.57
93.4,32.326,25.605,41.417,27.886,25.988,30.902,35.044,33.507,34.563
93.5,32.326,25.539,41.233,27.769,25.948,30.786,35.151,33.565,34.556
93.6,32.326,25.476,41.046,27.655,25.91,30.671,35.257,33.623,34.55
93.7,32.326,25.417,40.856,27.543,25.875,30.558,35.361,33.681,34.543
93.8,32.326,25.361,40.663,27.433,25.842,30.445,35.463,33.739,34.537
93.9,32.326,25.308,40.468,27.326,25.812,30.333,35.563,33.796,34.531
94,32.326,25.258,40.271,27.221,25.783,30.222,35.661,33.852,34.525
94.1,32.326,25.211,40.071,27.119,25.757,30.113,35.757,33.908,34.519
94.2,32.326,25.168,39.869,27.018,25.734,30.004,35.851,33.963,34.513
94.3,32.326,25.128,39.666,26.921,25.712,29.896,35.942,34.018,34.508
94.4,32.326,25.091,39.462,26.825,25.694,29.79,36.031,34.072,34.502
94.5,32.326,25.057,39.256,26.732,25.677,29.685,36.118,34.125,34.497
94.6,32.326,25.026,39.049,26.642,25.663,29.581,36.202,34.178,34.492
94.7,32.326,24.999,38.841,26.554,25.651,29.478,36.284,34.23,34.486
94.8,32.326,24.975,38.633,26.469,25.641,29.377,36.363,34.281,34.481
94.9,32.326,24.954,38.423,26.386,25.634,29.276,36.439,34.332,34.477
95,32.326,24.936,38.214,26.306,25.629,29.178,36.513,34.382,34.472
95.1,32.326,24.921,38.004,26.228,25.627,29.08,36.583,34.43,34.468
95.2,32.326,24.91,37.793,26.153,25.627,28.984,36.651,34.479,34.463
95.3,32.326,24.901,37.583,26.081,25.629,28.889,36.716,34.526,34.459
95.4,32.326,24.896,37.373,26.011,25.634,28.796,36.779,34.572,34.455
95.5,32.326,24.895,37.163,25.944,25.641,28.704,36.838,34.617,34.451
95.6,32.326,24.896,36.953,25.879,25.65,28.613,36.894,34.662,34.447
95.7,32.326,24.901,36.743,25.817,25.662,28.525,36.947,34.705,34.444
95.8,32.326,24.909,36.534,25.758,25.676,28.437,36.997,34.747,34.44
95.9,32.326,24.92,36.326,25.701,25.693,28.351,37.043,34.789,34.437
96,32.326,24.935,36.118,25.647,25.712,28.267,37.087,34.829,34.434
96.1,32.326,24.952,35.911,25.596,25.734,28.185,37.127,34.868,34.43
96.2,32.326,24.974,35.704,25.547,25.758,28.103,37.165,34.907,34.428
96.3,32.326,24.998,35.499,25.501,25.785,28.024,37.199,34.944,34.425
96.4,32.326,25.026,35.294,25.458,25.814,27.946,37.229,34.979,34.422
96.5,32.326,25.058,35.09,25.417,25.846,27.87,37.257,35.014,34.42
96.6,32.326,25.093,34.888,25.379,25.881,27.796,37.281,35.048,34.418
96.7,32.326,25.131,34.686,25.344,25.918,27.723,37.303,35.08,34.415
96.8,32.326,25.174,34.486,25.311,25.957,27.652,37.32,35.112,34.413
96.9,32.326,25.219,34.287,25.281,26,27.583,37.335,35.142,34.412
97,32.326,25.269,34.089,25.254,26.045,27.516,37.347,35.17,34.41
97.1,32.326,25.323,33.893,25.229,26.093,27.45,37.355,35.198,34.408
97.2,32.326,25.38,33.697,25.207,26.143,27.387,37.36,35.224,34.407
97.3,32.326,25.442,33.503,25.188,26.196,27.325,37.362,35.249,34.406
97.4,32.326,25.507,33.311,25.171,26.253,27.264,37.361,35.273,34.405
97.5,32.326,25.577,33.12,25.157,26.311,27.206,37.357,35.296,34.404
97.6,32.326,25.651,32.931,25.145,26.373,27.15,37.35,35.317,34.403
97.7,32.326,25.729,32.743,25.136,26.438,27.095,37.339,35.337,34.402
97.8,32.326,25.812,32.556,25.13,26.506,27.043,37.326,35.355,34.402
97.9,32.326,25.9,32.371,25.127,26.576,26.992,37.31,35.372,34.401
98,32.326,25.992,32.188,25.126,26.65,26.943,37.29,35.388,34.401
98.1,32.326,26.089,32.007,25.128,26.726,26.896,37.268,35.403,34.401
98.2,32.326,26.191,31.827,25.132,26.806,26.851,37.243,35.416,34.401
98.3,32.326,26.299,31.648,25.14,26.888,26.808,37.216,35.428,34.401
98.4,32.326,26.411,31.472,25.15,26.974,26.767,37.185,35.439,34.401
98.5,32.326,26.528,31.297,25.162,27.063,26.728,37.152,35.448,34.402
98.6,32.326,26.651,31.124,25.178,27.154,26.691,37.116,35.456,34.403
98.7,32.326,26.78,30.953,25.196,27.249,26.655,37.077,35.463,34.403
98.8,32.326,26.914,30.784,25.217,27.347,26.622,37.036,35.468,34.404
98.9,32.326,27.053,30.616,25.241,27.449,26.591,36.993,35.472,34.405
99,32.326,27.199,30.451,25.267,27.553,26.562,36.947,35.475,34.406
99.1,32.326,27.35,30.287,25.297,27.661,26.534,36.898,35.476,34.408
99.2,32.326,27.506,30.125,25.33,27.772,26.509,36.847,35.477,34.409
99.3,32.326,27.669,29.965,25.365,27.886,26.486,36.794,35.475,34.411
99.4,32.326,27.838,29.808,25.403,28.003,26.465,36.739,35.473,34.412
99.5,32.326,28.013,29.652,25.445,28.123,26.446,36.681,35.469,34.414
99.6,32.326,28.193,29.498,25.489,28.247,26.429,36.622,35.464,34.416
99.7,32.326,28.38,29.346,25.537,28.373,26.413,36.56,35.457,34.418
99.8,32.326,28.572,29.196,25.588,28.503,26.4,36.496,35.45,34.42
99.9,32.326,28.771,29.049,25.642,28.636,26.389,36.431,35.441,34.423
100,32.326,28.975,28.903,25.699,28.772,26.381,36.363,35.431,34.425
100.1,32.326,29.185,28.76,25.76,28.911,26.374,36.294,35.419,34.428
100.2,32.326,29.401,28.619,25.824,29.053,26.369,36.223,35.407,34.431
100.3,32.326,29.623,28.48,25.892,29.199,26.366,36.15,35.393,34.433
100.4,32.326,29.85,28.344,25.963,29.347,26.366,36.075,35.378,34.436
100.5,32.326,30.083,28.21,26.037,29.498,26.367,35.999,35.362,34.439
100.6,32.326,30.321,28.078,26.115,29.652,26.371,35.922,35.345,34.442
100.7,32.326,30.565,27.948,26.197,29.809,26.377,35.842,35.326,34.446
100.8,32.326,30.813,27.821,26.283,29.968,26.385,35.762,35.307,34.449
100.9,32.326,31.067,27.696,26.372,30.131,26.395,35.68,35.286,34.453
101,32.326,31.326,27.574,26.465,30.296,26.407,35.597,35.264,34.456
101.1,32.326,31.589,27.454,26.562,30.463,26.421,35.512,35.241,34.46
101.2,32.326,31.857,27.336,26.663,30.634,26.438,35.426,35.217,34.464
101.3,32.326,32.129,27.222,26.768,30.806,26.456,35.339,35.192,34.468
101.4,32.326,32.406,27.109,26.876,30.981,26.477,35.251,35.166,34.472
101.5,32.326,32.686,27,26.989,31.158,26.5,35.162,35.139,34.476
101.6,32.326,32.97,26.893,27.106,31.338,26.525,35.072,35.111,34.48
101.7,32.326,33.258,26.788,27.227,31.519,26.553,34.981,35.082,34.484
101.8,32.326,33.55,26.686,27.352,31.703,26.582,34.889,35.052,34.488
101.9,32.326,33.845,26.587,27.482,31.888,26.614,34.797,35.021,34.493
102,32.326,34.142,26.491,27.615,32.075,26.649,34.703,34.989,34.498
102.1,32.326,34.443,26.398,27.753,32.264,26.685,34.609,34.956,34.502
102.2,32.326,34.746,26.307,27.895,32.455,26.724,34.514,34.923,34.507
102.3,32.326,35.052,26.219,28.041,32.646,26.765,34.418,34.888,34.512
102.4,32.326,35.359,26.134,28.191,32.839,26.808,34.322,34.853,34.517
102.5,32.326,35.669,26.051,28.346,33.033,26.854,34.225,34.817,34.522
102.6,32.326,35.98,25.972,28.504,33.229,26.901,34.128,34.78,34.527
102.7,32.326,36.292,25.895,28.667,33.425,26.952,34.03,34.742,34.532
102.8,32.326,36.606,25.822,28.834,33.621,27.004,33.932,34.704,34.537
102.9,32.326,36.92,25.751,29.005,33.818,27.059,33.834,34.664,34.542
103,32.326,37.235,25.683,29.179,34.016,27.116,33.735,34.625,34.547
103.1,32.326,37.549,25.618,29.358,34.214,27.176,33.636,34.584,34.553
103.2,32.326,37.864,25.556,29.541,34.411,27.238,33.536,34.543,34.558
103.3,32.326,38.178,25.497,29.728,34.609,27.302,33.437,34.501,34.564
103.4,32.326,38.492,25.44,29.918,34.806,27.369,33.337,34.458,34.569
103.5,32.326,38.804,25.387,30.113,35.002,27.438,33.237,34.415,34.575
103.6,32.326,39.115,25.337,30.31,35.198,27.509,33.137,34.371,34.581
103.7,32.326,39.423,25.29,30.512,35.393,27.583,33.037,34.327,34.586
103.8,32.326,39.73,25.245,30.717,35.587,27.659,32.937,34.282,34.592
103.9,32.326,40.033,25.204,30.925,35.779,27.738,32.837,34.237,34.598
104,32.326,40.333,25.165,31.136,35.97,27.819,32.737,34.191,34.604
104.1,32.326,40.63,25.13,31.351,36.159,27.902,32.638,34.144,34.61
104.2,32.326,40.922,25.097,31.569,36.346,27.988,32.538,34.098,34.616
104.3,32.326,41.21,25.067,31.79,36.531,28.076,32.438,34.05,34.622
104.4,32.326,41.492,25.041,32.013,36.714,28.166,32.339,34.003,34.628
104.5,32.326,41.769,25.017,32.239,36.893,28.259,32.24,33.955,34.634
104.6,32.326,42.04,24.996,32.468,37.07,28.354,32.141,33.906,34.64
104.7,32.326,42.304,24.978,32.699,37.244,28.452,32.043,33.858,34.646
104.8,32.326,42.561,24.964,32.932,37.415,28.552,31.945,33.808,34.652
104.9,32.326,42.811,24.952,33.167,37.582,28.654,31.847,33.759,34.658
105,32.326,43.052,24.943,33.404,37.745,28.758,31.75,33.709,34.664
105.1,32.326,43.285,24.937,33.643,37.905,28.865,31.653,33.659,34.671
105.2,32.326,43.509,24.934,33.883,38.06,28.973,31.556,33.609,34.677
105.3,32.326,43.723,24.934,34.125,38.211,29.084,31.461,33.559,34.683
105.4,32.326,43.927,24.936,34.368,38.357,29.198,31.365,33.508,34.689
105.5,32.326,44.121,24.942,34.612,38.499,29.313,31.27,33.457,34.695
105.6,32.326,44.305,24.951,34.856,38.636,29.43,31.176,33.406,34.702
105.7,32.326,44.477,24.963,35.101,38.767,29.55,31.082,33.355,34.708
105.8,32.326,44.637,24.978,35.346,38.894,29.671,30.989,33.304,34.714
105.9,32.326,44.786,24.996,35.592,39.015,29.795,30.897,33.253,34.721
106,32.326,44.923,25.018,35.837,39.131,29.92,30.806,33.201,34.727
106.1,32.326,45.048,25.042,36.082,39.24,30.048,30.715,33.15,34.733
106.2,32.326,45.16,25.07,36.325,39.345,30.177,30.625,33.098,34.739
106.3,32.326,45.259,25.1,36.568,39.443,30.308,30.535,33.046,34.746
106.4,32.326,45.346,25.134,36.81,39.535,30.441,30.447,32.995,34.752
106.5,32.326,45.421,25.172,37.05,39.621,30.576,30.359,32.943,34.758
106.6,32.326,45.482,25.212,37.288,39.701,30.712,30.272,32.892,34.764
106.7,32.326,45.531,25.257,37.525,39.774,30.85,30.186,32.84,34.771
106.8,32.326,45.566,25.304,37.758,39.842,30.989,30.101,32.789,34.777
106.9,32.326,45.59,25.355,37.989,39.902,31.13,30.017,32.737,34.783
107,32.326,45.601,25.41,38.217,39.957,31.272,29.934,32.686,34.789
107.1,32.326,45.599,25.469,38.442,40.005,31.416,29.852,32.635,34.795
107.2,32.326,45.585,25.531,38.663,40.046,31.56,29.771,32.584,34.801
107.3,32.326,45.56,25.597,38.88,40.081,31.706,29.691,32.533,34.807
107.4,32.326,45.523,25.667,39.093,40.11,31.853,29.612,32.483,34.813
107.5,32.326,45.474,25.741,39.301,40.132,32.001,29.534,32.432,34.819
107.6,32.326,45.414,25.819,39.504,40.148,32.15,29.457,32.382,34.825
107.7,32.326,45.344,25.902,39.702,40.157,32.299,29.381,32.332,34.831
107.8,32.326,45.263,25.988,39.895,40.16,32.449,29.306,32.282,34.837
107.9,32.326,45.172,26.079,40.081,40.157,32.6,29.233,32.233,34.843
108,32.326,45.072,26.174,40.262,40.148,32.752,29.161,32.184,34.849
108.1,32.326,44.962,26.274,40.436,40.132,32.903,29.09,32.135,34.855
