t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
34.9,32.326,35.775,38.091,36.163,29.684,34.147,36.374,36.235,33.116
35,32.326,35.616,38.367,35.969,29.563,34.022,36.537,36.297,33.152
35.1,32.326,35.456,38.641,35.775,29.443,33.897,36.698,36.357,33.189
35.2,32.326,35.296,38.912,35.582,29.325,33.772,36.856,36.415,33.226
35.3,32.326,35.136,39.18,35.389,29.209,33.646,37.012,36.472,33.263
35.4,32.326,34.976,39.445,35.196,29.094,33.52,37.165,36.526,33.301
35.5,32.326,34.815,39.706,35.005,28.98,33.395,37.315,36.579,33.34
35.6,32.326,34.655,39.963,34.814,28.869,33.269,37.461,36.63,33.378
35.7,32.326,34.495,40.215,34.624,28.759,33.143,37.605,36.678,33.418
35.8,32.326,34.335,40.463,34.434,28.65,33.018,37.745,36.725,33.457
35.9,32.326,34.176,40.705,34.246,28.544,32.893,37.882,36.77,33.497
36,32.326,34.017,40.941,34.059,28.439,32.768,38.015,36.813,33.538
36.1,32.326,33.858,41.171,33.873,28.336,32.643,38.144,36.854,33.578
36.2,32.326,33.7,41.394,33.687,28.235,32.519,38.269,36.892,33.62
36.3,32.326,33.542,41.61,33.503,28.136,32.395,38.39,36.929,33.661
36.4,32.326,33.385,41.819,33.32,28.039,32.271,38.506,36.963,33.703
36.5,32.326,33.229,42.02,33.138,27.943,32.148,38.618,36.996,33.745
36.6,32.326,33.073,42.212,32.958,27.85,32.025,38.726,37.026,33.787
36.7,32.326,32.918,42.397,32.779,27.759,31.903,38.829,37.054,33.83
36.8,32.326,32.764,42.572,32.601,27.669,31.781,38.928,37.08,33.873
36.9,32.326,32.611,42.738,32.424,27.582,31.661,39.021,37.104,33.916
37,32.326,32.458,42.894,32.249,27.497,31.54,39.11,37.125,33.959
37.1,32.326,32.307,43.041,32.076,27.414,31.421,39.194,37.145,34.003
37.2,32.326,32.156,43.178,31.903,27.333,31.302,39.273,37.162,34.046
37.3,32.326,32.007,43.305,31.732,27.254,31.184,39.347,37.177,34.09
37.4,32.326,31.859,43.421,31.563,27.177,31.067,39.416,37.19,34.134
37.5,32.326,31.711,43.527,31.395,27.103,30.95,39.479,37.2,34.179
37.6,32.326,31.565,43.622,31.229,27.03,30.835,39.538,37.209,34.223
37.7,32.326,31.42,43.707,31.065,26.96,30.72,39.592,37.215,34.268
37.8,32.326,31.276,43.78,30.902,26.892,30.607,39.64,37.219,34.312
37.9,32.326,31.134,43.843,30.741,26.826,30.494,39.683,37.221,34.357
38,32.326,30.992,43.895,30.581,26.763,30.382,39.721,37.221,34.402
38.1,32.326,30.853,43.936,30.423,26.701,30.272,39.754,37.219,34.446
38.2,32.326,30.714,43.967,30.267,26.642,30.162,39.782,37.215,34.491
38.3,32.326,30.577,43.986,30.113,26.586,30.054,39.805,37.208,34.536
38.4,32.326,30.441,43.995,29.96,26.531,29.946,39.823,37.2,34.581
38.5,32.326,30.307,43.994,29.809,26.479,29.84,39.836,37.189,34.626
38.6,32.326,30.174,43.982,29.66,26.429,29.735,39.844,37.176,34.671
38.7,32.326,30.043,43.961,29.513,26.382,29.632,39.847,37.162,34.716
38.8,32.326,29.913,43.929,29.368,26.337,29.529,39.845,37.145,34.76
38.9,32.326,29.785,43.888,29.225,26.294,29.428,39.839,37.126,34.805
39,32.326,29.659,43.837,29.084,26.253,29.328,39.828,37.106,34.849
39.1,32.326,29.534,43.777,28.944,26.215,29.229,39.812,37.083,34.894
39.2,32.326,29.411,43.708,28.807,26.179,29.132,39.792,37.059,34.938
39.3,32.326,29.29,43.63,28.672,26.146,29.036,39.767,37.033,34.982
39.4,32.326,29.171,43.544,28.538,26.114,28.942,39.738,37.005,35.026
39.5,32.326,29.053,43.45,28.407,26.086,28.849,39.705,36.975,35.07
39.6,32.326,28.938,43.348,28.278,26.059,28.757,39.668,36.943,35.113
39.7,32.326,28.824,43.238,28.151,26.035,28.667,39.627,36.91,35.157
39.8,32.326,28.712,43.121,28.027,26.013,28.578,39.582,36.875,35.2
39.9,32.326,28.602,42.998,27.904,25.993,28.491,39.533,36.838,35.243
40,32.326,28.494,42.867,27.784,25.976,28.406,39.48,36.8,35.285
40.1,32.326,28.389,42.731,27.666,25.961,28.322,39.424,36.76,35.328
40.2,32.326,28.285,42.588,27.55,25.948,28.239,39.364,36.718,35.369
40.3,32.326,28.184,42.44,27.437,25.938,28.158,39.3,36.675,35.411
40.4,32.326,28.084,42.286,27.325,25.93,28.079,39.233,36.631,35.452
40.5,32.326,27.987,42.127,27.217,25.924,28.001,39.163,36.585,35.493
40.6,32.326,27.892,41.964,27.11,25.921,27.926,39.09,36.537,35.534
40.7,32.326,27.799,41.796,27.006,25.919,27.851,39.014,36.488,35.574
40.8,32.326,27.709,41.623,26.905,25.921,27.779,38.935,36.438,35.614
40.9,32.326,27.621,41.447,26.806,25.924,27.708,38.853,36.387,35.653
41,32.326,27.535,41.267,26.709,25.93,27.639,38.768,36.334,35.692
41.1,32.326,27.452,41.084,26.615,25.938,27.572,38.681,36.28,35.73
41.2,32.326,27.371,40.897,26.523,25.948,27.506,38.591,36.225,35.768
41.3,32.326,27.292,40.708,26.434,25.961,27.442,38.498,36.168,35.806
41.4,32.326,27.216,40.516,26.347,25.976,27.38,38.404,36.111,35.843
41.5,32.326,27.143,40.321,26.264,25.993,27.32,38.307,36.052,35.879
41.6,32.326,27.072,40.124,26.182,26.013,27.262,38.207,35.992,35.915
41.7,32.326,27.003,39.925,26.103,26.035,27.205,38.106,35.932,35.951
41.8,32.326,26.937,39.725,26.027,26.059,27.15,38.003,35.87,35.985
41.9,32.326,26.874,39.522,25.954,26.086,27.098,37.897,35.807,36.02
42,32.326,26.813,39.319,25.883,26.115,27.047,37.79,35.744,36.053
42.1,32.326,26.755,39.114,25.814,26.147,26.997,37.682,35.679,36.087
42.2,32.326,26.699,38.908,25.749,26.181,26.95,37.571,35.614,36.119
42.3,32.326,26.647,38.701,25.686,26.217,26.905,37.459,35.547,36.151
42.4,32.326,26.596,38.493,25.625,26.256,26.861,37.346,35.481,36.182
42.5,32.326,26.549,38.285,25.568,26.297,26.82,37.231,35.413,36.213
42.6,32.326,26.504,38.076,25.513,26.34,26.78,37.114,35.344,36.243
42.7,32.326,26.462,37.867,25.46,26.387,26.743,36.997,35.275,36.272
42.8,32.326,26.423,37.658,25.41,26.435,26.707,36.878,35.206,36.301
42.9,32.326,26.387,37.449,25.363,26.486,26.673,36.758,35.135,36.329
43,32.326,26.353,37.239,25.319,26.54,26.641,36.638,35.064,36.356
43.1,32.326,26.322,37.03,25.277,26.597,26.611,36.516,34.993,36.383
43.2,32.326,26.294,36.822,25.238,26.655,26.583,36.393,34.921,36.409
43.3,32.326,26.268,36.613,25.202,26.717,26.557,36.269,34.848,36.434
43.4,32.326,26.246,36.405,25.168,26.781,26.533,36.145,34.775,36.458
43.5,32.326,26.226,36.198,25.137,26.848,26.511,36.02,34.702,36.482
43.6,32.326,26.209,35.991,25.109,26.918,26.491,35.894,34.628,36.505
43.7,32.326,26.195,35.785,25.083,26.99,26.473,35.768,34.554,36.527
43.8,32.326,26.183,35.58,25.06,27.065,26.457,35.641,34.479,36.549
43.9,32.326,26.175,35.376,25.04,27.143,26.443,35.514,34.405,36.57
44,32.326,26.169,35.172,25.022,27.223,26.431,35.386,34.329,36.59
44.1,32.326,26.167,34.97,25.007,27.307,26.421,35.258,34.254,36.609
44.2,32.326,26.167,34.769,24.995,27.393,26.413,35.129,34.179,36.628
44.3,32.326,26.17,34.569,24.985,27.482,26.407,35,34.103,36.646
44.4,32.326,26.176,34.37,24.978,27.574,26.403,34.871,34.027,36.663
44.5,32.326,26.185,34.172,24.973,27.668,26.401,34.742,33.951,36.679
44.6,32.326,26.197,33.975,24.972,27.766,26.401,34.613,33.875,36.694
44.7,32.326,26.212,33.78,24.973,27.867,26.403,34.484,33.799,36.709
44.8,32.326,26.229,33.586,24.976,27.97,26.407,34.354,33.722,36.723
44.9,32.326,26.25,33.394,24.983,28.076,26.413,34.225,33.646,36.736
45,32.326,26.274,33.203,24.992,28.186,26.422,34.096,33.57,36.749
45.1,32.326,26.301,33.013,25.004,28.298,26.432,33.967,33.494,36.76
45.2,32.326,26.331,32.825,25.019,28.413,26.445,33.838,33.417,36.771
45.3,32.326,26.364,32.639,25.036,28.531,26.46,33.709,33.341,36.781
45.4,32.326,26.4,32.454,25.057,28.652,26.477,33.58,33.265,36.791
45.5,32.326,26.44,32.271,25.08,28.776,26.496,33.452,33.189,36.799
45.6,32.326,26.483,32.089,25.106,28.902,26.517,33.324,33.114,36.807
45.7,32.326,26.529,31.909,25.135,29.032,26.54,33.196,33.038,36.814
45.8,32.326,26.578,31.731,25.167,29.164,26.566,33.069,32.963,36.82
45.9,32.326,26.631,31.554,25.203,29.3,26.593,32.942,32.887,36.826
46,32.326,26.687,31.379,25.241,29.438,26.623,32.816,32.813,36.831
46.1,32.326,26.747,31.206,25.282,29.578,26.655,32.69,32.738,36.835
46.2,32.326,26.81,31.035,25.327,29.722,26.69,32.564,32.664,36.838
46.3,32.326,26.877,30.865,25.375,29.868,26.726,32.439,32.59,36.84
46.4,32.326,26.947,30.697,25.426,30.017,26.765,32.315,32.516,36.842
46.5,32.326,27.021,30.532,25.48,30.168,26.806,32.192,32.442,36.843
46.6,32.326,27.099,30.368,25.538,30.322,26.85,32.068,32.37,36.844
46.7,32.326,27.181,30.206,25.599,30.479,26.895,31.946,32.297,36.843
46.8,32.326,27.267,30.046,25.664,30.637,26.943,31.824,32.225,36.842
46.9,32.326,27.357,29.887,25.732,30.798,26.994,31.703,32.153,36.841
47,32.326,27.451,29.731,25.804,30.962,27.046,31.583,32.082,36.838
47.1,32.326,27.549,29.577,25.88,31.128,27.101,31.464,32.011,36.835
47.2,32.326,27.651,29.425,25.959,31.295,27.158,31.345,31.941,36.831
47.3,32.326,27.757,29.275,26.043,31.465,27.218,31.228,31.871,36.826
47.4,32.326,27.868,29.127,26.13,31.637,27.28,31.111,31.802,36.821
47.5,32.326,27.983,28.982,26.221,31.81,27.344,30.995,31.734,36.815
47.6,32.326,28.103,28.838,26.316,31.985,27.411,30.88,31.666,36.809
47.7,32.326,28.227,28.697,26.415,32.162,27.48,30.766,31.598,36.802
47.8,32.326,28.356,28.558,26.518,32.341,27.551,30.653,31.531,36.794
47.9,32.326,28.489,28.421,26.626,32.521,27.625,30.541,31.465,36.785
48,32.326,28.627,28.286,26.737,32.702,27.701,30.43,31.4,36.776
48.1,32.326,28.77,28.154,26.853,32.884,27.78,30.32,31.335,36.767
48.2,32.326,28.917,28.024,26.973,33.067,27.861,30.211,31.271,36.756
48.3,32.326,29.069,27.896,27.097,33.251,27.944,30.103,31.208,36.746
48.4,32.326,29.226,27.771,27.225,33.436,28.03,29.996,31.145,36.734
48.5,32.326,29.388,27.648,27.358,33.622,28.118,29.891,31.083,36.722
48.6,32.326,29.554,27.528,27.495,33.808,28.209,29.787,31.022,36.71
48.7,32.326,29.726,27.41,27.637,33.994,28.302,29.684,30.962,36.696
48.8,32.326,29.902,27.295,27.783,34.181,28.397,29.582,30.903,36.683
48.9,32.326,30.082,27.182,27.933,34.367,28.494,29.481,30.844,36.668
49,32.326,30.268,27.072,28.087,34.553,28.594,29.382,30.786,36.654
49.1,32.326,30.457,26.965,28.246,34.739,28.696,29.284,30.729,36.638
49.2,32.326,30.652,26.86,28.409,34.924,28.801,29.187,30.673,36.623
49.3,32.326,30.851,26.758,28.576,35.108,28.907,29.092,30.618,36.606
49.4,32.326,31.055,26.658,28.748,35.292,29.016,28.998,30.564,36.59
49.5,32.326,31.262,26.561,28.924,35.474,29.127,28.905,30.511,36.572
49.6,32.326,31.474,26.467,29.104,35.655,29.241,28.814,30.458,36.555
49.7,32.326,31.691,26.376,29.288,35.835,29.356,28.725,30.407,36.537
49.8,32.326,31.911,26.287,29.476,36.012,29.474,28.636,30.356,36.518
49.9,32.326,32.135,26.202,29.668,36.188,29.594,28.55,30.307,36.499
50,32.326,32.363,26.119,29.863,36.362,29.715,28.464,30.259,36.48
50.1,32.326,32.595,26.039,30.063,36.533,29.839,28.381,30.211,36.46
50.2,32.326,32.83,25.962,30.266,36.702,29.965,28.298,30.165,36.439
50.3,32.326,33.068,25.888,30.473,36.868,30.092,28.218,30.119,36.419
50.4,32.326,33.31,25.816,30.684,37.031,30.222,28.139,30.075,36.398
50.5,32.326,33.554,25.748,30.898,37.191,30.353,28.062,30.032,36.376
50.6,32.326,33.801,25.682,31.115,37.348,30.486,27.986,29.99,36.355
50.7,32.326,34.051,25.62,31.336,37.501,30.621,27.912,29.949,36.332
50.8,32.326,34.303,25.56,31.559,37.65,30.758,27.839,29.909,36.31
50.9,32.326,34.558,25.503,31.786,37.796,30.896,27.769,29.87,36.287
51,32.326,34.814,25.449,32.015,37.937,31.035,27.7,29.833,36.264
51.1,32.326,35.072,25.399,32.247,38.074,31.176,27.632,29.796,36.241
51.2,32.326,35.331,25.351,32.481,38.207,31.319,27.567,29.761,36.217
51.3,32.326,35.592,25.306,32.718,38.335,31.462,27.503,29.727,36.193
51.4,32.326,35.854,25.264,32.957,38.458,31.607,27.441,29.694,36.169
51.5,32.326,36.116,25.225,33.199,38.576,31.753,27.381,29.662,36.145
51.6,32.326,36.379,25.189,33.442,38.69,31.9,27.322,29.632,36.12
51.7,32.326,36.641,25.156,33.687,38.798,32.048,27.266,29.602,36.095
51.8,32.326,36.904,25.125,33.933,38.9,32.197,27.211,29.574,36.07
51.9,32.326,37.166,25.098,34.181,38.997,32.347,27.158,29.548,36.044
52,32.326,37.427,25.074,34.43,39.089,32.497,27.107,29.522,36.019
52.1,32.326,37.688,25.053,34.679,39.175,32.648,27.058,29.498,35.993
52.2,32.326,37.946,25.034,34.93,39.255,32.8,27.01,29.475,35.967
52.3,32.326,38.203,25.019,35.181,39.329,32.951,26.965,29.453,35.941
52.4,32.326,38.458,25.006,35.432,39.397,33.103,26.921,29.432,35.914
52.5,32.326,38.711,24.997,35.684,39.46,33.255,26.88,29.413,35.888
52.6,32.326,38.96,24.99,35.935,39.516,33.408,26.84,29.395,35.861
52.7,32.326,39.207,24.986,36.185,39.566,33.56,26.803,29.378,35.834
52.8,32.326,39.45,24.985,36.435,39.61,33.711,26.767,29.363,35.807
52.9,32.326,39.689,24.988,36.684,39.648,33.863,26.734,29.349,35.78
53,32.326,39.923,24.993,36.931,39.68,34.014,26.702,29.336,35.753
53.1,32.326,40.154,25.001,37.177,39.706,34.164,26.672,29.325,35.726
53.2,32.326,40.379,25.012,37.421,39.726,34.314,26.645,29.315,35.699
53.3,32.326,40.599,25.026,37.663,39.74,34.463,26.619,29.306,35.671
53.4,32.326,40.813,25.044,37.902,39.748,34.611,26.595,29.299,35.644
53.5,32.326,41.021,25.064,38.139,39.75,34.757,26.574,29.293,35.616
53.6,32.326,41.222,25.087,38.372,39.745,34.903,26.554,29.288,35.589
53.7,32.326,41.417,25.114,38.602,39.736,35.047,26.537,29.285,35.561
53.8,32.326,41.604,25.143,38.828,39.72,35.189,26.521,29.283,35.533
53.9,32.326,41.784,25.176,39.05,39.698,35.33,26.508,29.282,35.506
54,32.326,41.956,25.212,39.268,39.671,35.468,26.497,29.283,35.478
54.1,32.326,42.12,25.252,39.48,39.639,35.605,26.488,29.285,35.45
54.2,32.326,42.276,25.294,39.688,39.601,35.74,26.481,29.288,35.423
54.3,32.326,42.423,25.34,39.891,39.558,35.873,26.476,29.293,35.395
54.4,32.326,42.561,25.39,40.087,39.509,36.003,26.473,29.299,35.367
54.5,32.326,42.69,25.443,40.278,39.456,36.13,26.473,29.307,35.34
54.6,32.326,42.809,25.5,40.462,39.398,36.255,26.474,29.316,35.312
54.7,32.326,42.919,25.56,40.64,39.334,36.377,26.478,29.326,35.285
54.8,32.326,43.019,25.624,40.811,39.266,36.497,26.484,29.337,35.257
54.9,32.326,43.109,25.692,40.974,39.194,36.613,26.492,29.35,35.23
55,32.326,43.189,25.764,41.131,39.117,36.726,26.502,29.364,35.203
55.1,32.326,43.259,25.84,41.279,39.035,36.836,26.514,29.38,35.175
55.2,32.326,43.319,25.92,41.42,38.95,36.942,26.529,29.397,35.148
55.3,32.326,43.369,26.003,41.553,38.861,37.045,26.545,29.415,35.121
55.4,32.326,43.408,26.092,41.678,38.767,37.144,26.564,29.434,35.094
55.5,32.326,43.438,26.184,41.794,38.67,37.24,26.585,29.455,35.067
55.6,32.326,43.457,26.281,41.902,38.569,37.332,26.608,29.478,35.041
55.7,32.326,43.466,26.382,42.001,38.465,37.42,26.634,29.501,35.014
55.8,32.326,43.465,26.488,42.091,38.358,37.504,26.662,29.526,34.988
55.9,32.326,43.455,26.598,42.172,38.247,37.583,26.691,29.552,34.961
56,32.326,43.434,26.714,42.245,38.133,37.659,26.724,29.579,34.935
56.1,32.326,43.404,26.834,42.308,38.016,37.731,26.758,29.608,34.909
56.2,32.326,43.365,26.958,42.363,37.897,37.798,26.794,29.638,34.884
56.3,32.326,43.317,27.088,42.409,37.775,37.861,26.833,29.669,34.858
56.4,32.326,43.259,27.222,42.445,37.65,37.92,26.874,29.702,34.832
56.5,32.326,43.193,27.362,42.473,37.523,37.974,26.917,29.736,34.807
56.6,32.326,43.119,27.506,42.492,37.394,38.024,26.963,29.771,34.782
56.7,32.326,43.036,27.656,42.502,37.262,38.07,27.01,29.807,34.757
56.8,32.326,42.946,27.811,42.503,37.129,38.111,27.06,29.844,34.733
56.9,32.326,42.847,27.97,42.496,36.994,38.147,27.112,29.883,34.708
57,32.326,42.742,28.135,42.48,36.857,38.179,27.166,29.923,34.684
57.1,32.326,42.629,28.305,42.457,36.718,38.207,27.223,29.964,34.66
57.2,32.326,42.509,28.48,42.424,36.578,38.23,27.282,30.006,34.636
57.3,32.326,42.383,28.66,42.384,36.436,38.248,27.343,30.05,34.612
57.4,32.326,42.251,28.845,42.337,36.293,38.262,27.406,30.094,34.589
57.5,32.326,42.113,29.035,42.281,36.149,38.272,27.471,30.14,34.566
57.6,32.326,41.969,29.231,42.218,36.003,38.277,27.538,30.187,34.543
57.7,32.326,41.82,29.431,42.148,35.857,38.278,27.608,30.235,34.521
57.8,32.326,41.666,29.635,42.071,35.71,38.275,27.68,30.284,34.498
57.9,32.326,41.507,29.845,41.987,35.562,38.267,27.754,30.334,34.476
58,32.326,41.344,30.059,41.897,35.413,38.255,27.83,30.385,34.455
58.1,32.326,41.176,30.278,41.8,35.264,38.239,27.908,30.437,34.433
58.2,32.326,41.005,30.501,41.698,35.114,38.218,27.988,30.491,34.412
58.3,32.326,40.83,30.729,41.589,34.963,38.194,28.071,30.545,34.391
58.4,32.326,40.651,30.961,41.475,34.812,38.165,28.155,30.6,34.37
58.5,32.326,40.469,31.197,41.355,34.661,38.133,28.242,30.656,34.35
58.6,32.326,40.285,31.438,41.231,34.51,38.096,28.33,30.714,34.33
58.7,32.326,40.098,31.682,41.101,34.359,38.056,28.421,30.772,34.31
58.8,32.326,39.908,31.93,40.967,34.207,38.012,28.514,30.831,34.291
58.9,32.326,39.716,32.181,40.828,34.056,37.965,28.608,30.891,34.272
59,32.326,39.522,32.436,40.685,33.904,37.914,28.705,30.951,34.253
59.1,32.326,39.326,32.694,40.538,33.753,37.859,28.804,31.013,34.234
59.2,32.326,39.129,32.955,40.387,33.602,37.801,28.904,31.076,34.216
59.3,32.326,38.93,33.22,40.233,33.451,37.74,29.007,31.139,34.198
59.4,32.326,38.73,33.486,40.075,33.301,37.675,29.111,31.203,34.181
59.5,32.326,38.529,33.756,39.914,33.151,37.607,29.217,31.268,34.164
59.6,32.326,38.327,34.028,39.75,33.001,37.536,29.325,31.333,34.147
59.7,32.326,38.124,34.302,39.584,32.852,37.462,29.434,31.4,34.13
59.8,32.326,37.92,34.578,39.414,32.703,37.386,29.546,31.466,34.114
59.9,32.326,37.716,34.856,39.243,32.555,37.306,29.659,31.534,34.098
60,32.326,37.512,35.135,39.069,32.408,37.224,29.774,31.602,34.083
60.1,32.326,37.308,35.416,38.893,32.261,37.139,29.89,31.671,34.068
60.2,32.326,37.103,35.697,38.716,32.116,37.052,30.008,31.741,34.053
60.3,32.326,36.899,35.979,38.537,31.97,36.962,30.128,31.811,34.039
60.4,32.326,36.694,36.262,38.356,31.826,36.87,30.249,31.881,34.025
60.5,32.326,36.49,36.545,38.174,31.683,36.776,30.372,31.952,34.011
60.6,32.326,36.287,36.828,37.991,31.54,36.679,30.496,32.024,33.998
60.7,32.326,36.083,37.111,37.806,31.399,36.581,30.621,32.095,33.985
60.8,32.326,35.881,37.393,37.621,31.259,36.48,30.748,32.168,33.972
60.9,32.326,35.678,37.674,37.435,31.119,36.378,30.875,32.24,33.96
61,32.326,35.477,37.954,37.248,30.981,36.274,31.005,32.313,33.948
61.1,32.326,35.276,38.232,37.06,30.844,36.168,31.135,32.387,33.936
61.2,32.326,35.077,38.508,36.873,30.708,36.06,31.266,32.46,33.925
61.3,32.326,34.878,38.781,36.685,30.573,35.951,31.399,32.534,33.915
61.4,32.326,34.68,39.052,36.496,30.439,35.841,31.532,32.608,33.904
61.5,32.326,34.483,39.32,36.308,30.307,35.729,31.666,32.682,33.894
61.6,32.326,34.287,39.585,36.119,30.176,35.615,31.802,32.756,33.885
61.7,32.326,34.093,39.845,35.931,30.047,35.501,31.938,32.831,33.875
61.8,32.326,33.899,40.101,35.743,29.918,35.385,32.074,32.905,33.867
61.9,32.326,33.707,40.353,35.555,29.792,35.269,32.211,32.979,33.858
62,32.326,33.516,40.599,35.367,29.666,35.151,32.349,33.054,33.85
62.1,32.326,33.326,40.84,35.18,29.542,35.032,32.488,33.128,33.842
62.2,32.326,33.138,41.075,34.993,29.42,34.913,32.626,33.202,33.835
62.3,32.326,32.951,41.303,34.807,29.299,34.792,32.765,33.277,33.828
62.4,32.326,32.766,41.525,34.621,29.18,34.671,32.904,33.351,33.821
62.5,32.326,32.582,41.74,34.436,29.062,34.55,33.044,33.424,33.815
62.6,32.326,32.4,41.947,34.252,28.946,34.427,33.183,33.498,33.809
62.7,32.326,32.219,42.147,34.069,28.832,34.305,33.322,33.571,33.804
62.8,32.326,32.039,42.338,33.886,28.72,34.181,33.462,33.644,33.799
62.9,32.326,31.862,42.521,33.705,28.609,34.058,33.601,33.717,33.794
63,32.326,31.686,42.694,33.524,28.5,33.934,33.739,33.789,33.79
63.1,32.326,31.512,42.859,33.345,28.392,33.81,33.877,33.86,33.786
63.2,32.326,31.339,43.014,33.166,28.287,33.685,34.015,33.932,33.782
63.3,32.326,31.168,43.16,32.989,28.183,33.561,34.152,34.002,33.779
63.4,32.326,30.999,43.295,32.813,28.081,33.436,34.288,34.073,33.776
63.5,32.326,30.832,43.42,32.638,27.981,33.311,34.424,34.142,33.774
63.6,32.326,30.666,43.535,32.464,27.883,33.186,34.558,34.211,33.772
63.7,32.326,30.502,43.639,32.291,27.787,33.062,34.692,34.279,33.77
63.8,32.326,30.341,43.733,32.12,27.693,32.937,34.824,34.347,33.769
63.9,32.326,30.181,43.816,31.951,27.601,32.813,34.955,34.413,33.768
64,32.326,30.023,43.888,31.782,27.511,32.688,35.084,34.479,33.767
64.1,32.326,29.867,43.95,31.615,27.423,32.564,35.213,34.544,33.767
64.2,32.326,29.713,44,31.45,27.337,32.441,35.339,34.609,33.767
64.3,32.326,29.561,44.04,31.286,27.253,32.317,35.464,34.672,33.768
64.4,32.326,29.411,44.069,31.123,27.171,32.194,35.587,34.734,33.769
64.5,32.326,29.263,44.087,30.962,27.092,32.072,35.708,34.796,33.77
64.6,32.326,29.118,44.095,30.803,27.014,31.95,35.827,34.856,33.772
64.7,32.326,28.974,44.093,30.645,26.939,31.828,35.944,34.916,33.774
64.8,32.326,28.833,44.08,30.489,26.865,31.707,36.058,34.974,33.776
64.9,32.326,28.694,44.057,30.334,26.794,31.587,36.17,35.031,33.778
65,32.326,28.557,44.024,30.181,26.726,31.467,36.28,35.087,33.781
65.1,32.326,28.423,43.981,30.03,26.659,31.348,36.387,35.142,33.785
65.2,32.326,28.291,43.929,29.881,26.595,31.229,36.492,35.195,33.788
65.3,32.326,28.161,43.868,29.734,26.532,31.112,36.594,35.247,33.792
65.4,32.326,28.033,43.798,29.588,26.473,30.995,36.693,35.298,33.797
65.5,32.326,27.908,43.719,29.444,26.415,30.879,36.789,35.348,33.801
65.6,32.326,27.786,43.632,29.302,26.359,30.764,36.882,35.396,33.806
65.7,32.326,27.666,43.536,29.162,26.306,30.649,36.972,35.443,33.812
65.8,32.326,27.548,43.433,29.024,26.255,30.536,37.059,35.489,33.817
65.9,32.326,27.433,43.322,28.888,26.207,30.424,37.143,35.533,33.823
66,32.326,27.321,43.205,28.754,26.161,30.312,37.223,35.576,33.83
66.1,32.326,27.211,43.08,28.622,26.117,30.202,37.3,35.617,33.836
66.2,32.326,27.104,42.949,28.492,26.075,30.093,37.374,35.657,33.843
66.3,32.326,27,42.811,28.364,26.035,29.984,37.444,35.695,33.85
66.4,32.326,26.899,42.668,28.238,25.998,29.877,37.511,35.732,33.858
66.5,32.326,26.8,42.518,28.114,25.964,29.771,37.574,35.767,33.866
66.6,32.326,26.704,42.364,27.992,25.931,29.666,37.634,35.801,33.874
66.7,32.326,26.611,42.204,27.873,25.901,29.563,37.69,35.833,33.882
66.8,32.326,26.52,42.04,27.756,25.873,29.46,37.742,35.864,33.891
66.9,32.326,26.433,41.871,27.641,25.847,29.359,37.791,35.892,33.9
67,32.326,26.348,41.698,27.528,25.824,29.26,37.836,35.92,33.909
67.1,32.326,26.267,41.521,27.418,25.803,29.161,37.877,35.945,33.918
67.2,32.326,26.188,41.34,27.31,25.785,29.064,37.915,35.969,33.928
